From	Protein names	Gene Names	Subcellular location	Transmembrane
A0A1P8B5U4	Bromo-adjacent homology (BAH) domain-containing protein	At4g04260 AT4G04260 T27D20.8 T27D20_8	Nucleus	
Q9ZW92	F5A8.6 protein (Transmembrane protein, putative (DUF247))	At1g67150 AT1G67150 F5A8.6 F5A8_6	Nucleus	"TRANSMEM 378..403; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius"""
Q43292	60S ribosomal protein L37-2	RPL37B At1g52300 F19K6.12	Cytoplasm	
Q8GY63	Probable SAL3 phosphatase (3'(2'),5'-bisphosphate nucleotidase 3) (EC 3.1.3.7) (3'(2'),5'-bisphosphonucleoside 3'(2')-phosphohydrolase 3) (DPNPase 3) (Inositol polyphosphate 1-phosphatase 3) (IPPase 3) (Inositol-1,4-bisphosphate 1-phosphatase 3) (EC 3.1.3.57)	SAL3 At5g63990 MBM17.9	Cytoplasm	
Q9SUW1	Probable xyloglucan galactosyltransferase GT19 (EC 2.4.1.-) (Glycosyltransferase 19) (AtGT19)	GT19 At4g22580	Golgi apparatus membrane; Single-pass type II membrane protein.	"TRANSMEM 7..23; /note=""Helical; Signal-anchor for type II membrane protein""; /evidence=""ECO:0000255"""
Q94AX4	D-lactate dehydrogenase [cytochrome], mitochondrial (AtD-LDH) (EC 1.1.2.4) (D-lactate ferricytochrome C oxidoreductase) (Glycolate dehydrogenase)	DLD GDH At5g06580 F15M7.11	Mitochondrion.	
Q9C5K7	1-aminocyclopropane-1-carboxylate oxidase homolog 2	At1g06640 F12K11.27 F12K11.6	Cytoplasm	
Q9FL69	ADP-ribosylation factor GTPase-activating protein AGD5 (ARF GAP AGD5) (Protein ARF-GAP DOMAIN 5) (AtAGD5) (Protein MODIFIED TRANSPORT TO THE VACUOLE 4) (Protein NEVERSHED) (Protein ZIGA3)	AGD5 MTV4 NEV ZIG3 ZIGA3 At5g54310 MDK4.13	Golgi apparatus, trans-Golgi network. Endosome. Cytoplasmic vesicle, clathrin-coated vesicle. Colocalizes with AGD5 at the trans-Golgi network (TGN) (PubMed:21105926). Colocalizes with clathrin at the TGN (PubMed:23771894).	
Q949V0	AT5G51180 protein (Alpha/beta-Hydrolases superfamily protein) (Uncharacterized protein At5g51180)	MWD22.12 MWD22_12 At5g51180 AT5G51180	Unknown	
O22248	Alpha/beta-Hydrolases superfamily protein (At2g47630/F17A22.2) (Putative phospholipase)	At2g47630 AT2G47630 F17A22.2	Mitochondrion, Extracellular	
F4JAB7	beta-glucosidase (EC 3.2.1.21)	At3g47040 AT3G47040	Nucleus, Cytoplasm	
F4I9M9	Amino acid dehydrogenase family protein	At1g51720 AT1G51720 F19C24.7 F19C24_7	Mitochondrion	
F4KF14	Probable inactive ATP-dependent zinc metalloprotease FTSHI 4, chloroplastic (AtFTSHI4) (Protein EMBRYO DEFECTIVE 3144) (Protein FTSH INACTIVE PROTEASE 4)	FTSHI4 EMB3144 At5g64580 MUB3.10	Plastid, chloroplast thylakoid membrane; Single-pass membrane protein.	"TRANSMEM 242..262; /note=""Helical""; /evidence=""ECO:0000255"""
Q9XID0	Putative 1-phosphatidylinositol-3-phosphate 5-kinase FAB1D (Phosphatidylinositol 3-phosphate 5-kinase) (EC 2.7.1.150) (Phosphatidylinositol 3-phosphate 5-kinase type III) (PIPkin-III) (Type III PIP kinase) (Protein FORMS APLOID AND BINUCLEATE CELLS 1D)	FAB1D At1g34260 F23M19.8	Nucleus	
P93741	At2g42060 (Cysteine/Histidine-rich C1 domain family protein) (Uncharacterized protein At2g42060)	AT2G42060 T6D20.5 T6D20_5	Unknown	
O22823	Sm-like protein LSM36B (AtLSM6B) (U6 snRNA-associated Sm-like protein LSM6B)	LSM6B At2g43810	Cytoplasm. Nucleus.	
Q9SJT1	SUMO-activating enzyme subunit 2 (EC 2.3.2.-) (Protein EMBRYO DEFECTIVE 2764) (Ubiquitin-like 1-activating enzyme E1B)	SAE2 EMB2764 At2g21470 F3K23.23	Nucleus.	
O81905	Receptor-like serine/threonine-protein kinase SD1-8 (EC 2.7.11.1) (Arabidopsis thaliana receptor kinase 3) (S-domain-1 (SD1) receptor kinase 8) (SD1-8)	SD18 ARK3 At4g21380 T6K22.110	Cell membrane; Single-pass type I membrane protein.	"TRANSMEM 442..462; /note=""Helical""; /evidence=""ECO:0000255"""
Q8H1E1	DNA-directed RNA polymerase II protein (Uncharacterized protein At4g08540)	AT4G08540 T15F16.15 T15F16_15	Unknown	
F4I065	Leucine-rich repeat protein kinase family protein	At1g49100 AT1G49100 F27J15.13 F27J15_13	Extracellular	"TRANSMEM 518..542; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius"""
Q9LEZ4	Protein MICROTUBULE BINDING PROTEIN 2C (AtMBP2C) (Movement protein binding protein 2C)	MBP2C AT18 At5g08120 T22D6.60	Cytoplasm, cytoskeleton. Microtubule-associated and stabilizer (PubMed:17965274, PubMed:19074626). Localized in cytosolic punctae when associated with STM (PubMed:17965274).	
Q9SA26	F3O9.7 protein (Kinase superfamily with octicosapeptide/Phox/Bem1p domain-containing protein)	AT1G16270 F3O9.7 F3O9_7	Unknown	
Q9SK32	Protein MAIN-LIKE 1	MAIL1 At2g25010	Nucleus.	
P0CH31	Putative cullin-like protein 1	At1g43140 F1I21.19	Unknown	
Q8RXW8	Uncharacterized protein At5g65207	AT5G65207	Unknown	
Q14533	Keratin, type II cuticular Hb1 (Hair keratin K2.9) (Keratin, hair, basic, 1) (Keratin-81) (K81) (Metastatic lymph node 137 gene protein) (MLN 137) (Type II hair keratin Hb1) (Type-II keratin Kb21) (ghHKb1) (ghHb1)	KRT81 KRTHB1 MLN137	Unknown	
A0A178UZ09	Cytochrome b561/ferric reductase transmembrane protein family	ACYB-2 At4g25570 AT4G25570 M7J2.60 M7J2_60	Membrane; Multi-pass membrane protein.	"TRANSMEM 46..71; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 91..110; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 122..145; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 157..182; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 194..216; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 236..256; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius"""
A0A1I9LR04	Nascent polypeptide-associated complex subunit alpha-like protein 2	NACA2 At3g49470 AT3G49470	Nucleus	
O22820	Flavonol 7-O-beta-glucosyltransferase UGT74F1 (EC 2.4.1.237) (UDP-glycosyltransferase 74F1)	UGT74F1 At2g43840 F18O19.5	Chloroplast	
A0A1P8B5L5	Cytochrome P450, family 702, subfamily A, polypeptide 2	CYP702A2 cytochrome P450 DL3695C family 702 polypeptide 2 subfamily A At4g15300 AT4G15300 FCAALL.257	Extracellular	
A0A1P8B4V5	CURVATURE THYLAKOID 1D-like protein	CURT1D CURVATURE THYLAKOID 1D At4g38100 AT4G38100 F20D10.220 F20D10_220	Membrane; Multi-pass membrane protein.	"TRANSMEM 80..98; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 110..129; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius"""
Q9LSK9	Uncharacterized protein At5g65660	At5g65660 K21L13.18	Membrane; Single-pass membrane protein.	"TRANSMEM 19..39; /note=""Helical""; /evidence=""ECO:0000255"""
Q0WKW1	PHD finger family protein (Uncharacterized protein At3g08020)	At3g08020 AT3G08020	Nucleus	
Q9FNE8	CASP-like protein 4A1 (AtCASPL4A1)	At5g40300 MPO12.1	Cell membrane; Multi-pass membrane protein.	"TRANSMEM 122..142; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 162..182; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 199..221; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 247..267; /note=""Helical""; /evidence=""ECO:0000255"""
Q9SXB5	G-type lectin S-receptor-like serine/threonine-protein kinase At1g11303 (EC 2.7.11.1)	At1g11303 T28P6.5	Cell membrane; Single-pass type I membrane protein.	"TRANSMEM 437..457; /note=""Helical""; /evidence=""ECO:0000255"""
O22764	Protein kinase superfamily protein (Putative serine/threonine protein kinase)	At4g02630 AT4G02630 T10P11.10 T10P11_10	Unknown	"TRANSMEM 20..47; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius"""
Q9SWG0	Isovaleryl-CoA dehydrogenase, mitochondrial (IVD) (EC 1.3.8.4)	IVD At3g45300 F18N11.6	Mitochondrion.	
F4I9J7	RNA-binding protein Y14 (AtY14) (RNA-binding protein 8A)	Y14 RBM8 At1g51510 F5D21.5	Nucleus, nucleolus. Nucleus speckle. Cytoplasm. Nucleocytoplasmic shuttling protein. Travels to the cytoplasm as part of the exon junction complex (EJC) bound to mRNA.	
Q0WVF5	DNA replication licensing factor MCM4 (EC 3.6.4.12) (Minichromosome maintenance protein 4) (AtMCM4)	MCM4 At2g16440 F16F14.6	Nucleus.	
Q9SHY8	Pre-mRNA-splicing factor SLU7-A	At1g65660 F1E22.4 F5I14.19	Nucleus.	
F4K5M5	Auxin response factor	NPH4 ARF7 AUXIN RESPONSE FACTOR 7 BIP BIPOSTO IAA21 IAA23 IAA25 MASSUGU 1 MSG1 NON-PHOTOTROPHIC HYPOCOTYL TIR5 TRANSPORT INHIBITOR RESPONSE 5 At5g20730 AT5G20730 T1M15.130 T1M15_130	Nucleus.	
C0Z2X8	AT1G80380 protein (P-loop containing nucleoside triphosphate hydrolases superfamily protein)	At1g80380 AT1G80380 F5I6.13 F5I6_13	Chloroplast, Nucleus	
Q9STH7	AT4g12340/T4C9_180 (Copper ion binding protein) (Uncharacterized protein AT4g12340) (Uncharacterized protein T4C9.180)	At4g12340 AT4G12340 T4C9.180 T4C9_180	Nucleus	
Q93ZS4	Protein NSP-INTERACTING KINASE 3 (EC 2.7.11.1) (LRR receptor-like serine/threonine-protein kinase NIK3)	NIK3 At1g60800 F8A5.31	Cell membrane; Single-pass type I membrane protein.	"TRANSMEM 239..259; /note=""Helical""; /evidence=""ECO:0000255"""
A0A1I9LQE8	1,3-beta-glucan synthase (EC 2.4.1.34) (1,3-beta-glucan synthase)	GSL04 ATGSL04 atgsl4 glucan synthase-like 4 gsl04 GSL4 At3g14570 AT3G14570	Membrane; Multi-pass membrane protein.	"TRANSMEM 565..582; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 603..623; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 643..666; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 765..782; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 1527..1549; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 1580..1598; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 1605..1627; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 1701..1720; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 1771..1792; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 1804..1821; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 1841..1861; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 1868..1889; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 1909..1930; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius"""
Q39086	Receptor-like serine/threonine-protein kinase SD1-7 (EC 2.7.11.1) (Arabidopsis thaliana receptor kinase 1) (S-domain-1 (SD1) receptor kinase 7) (SD1-7)	SD17 ARK1 At1g65790 F1E22.15	Cell membrane; Single-pass type I membrane protein.	"TRANSMEM 436..456; /note=""Helical""; /evidence=""ECO:0000255"""
Q9SJZ6	Mediator of RNA polymerase II transcription subunit 18	MED18 MED18_1 At2g22370 F14M13.23	Nucleus.	
Q8RVQ9	Histone H3-like centromeric protein CENH3 (Centromeric histone CENH3) (Centromeric histone H3) (Histone H3-like centromeric protein HTR12)	CENH3 HTR12 At1g01370 F6F3.17	Chromosome, centromere, kinetochore. Localizes exclusively in the kinetochore domain of centromeres (PubMed:12034896, PubMed:17028205). Localized at centromeres in both mitotic and meiotic cells (PubMed:21695238).	
Q9FZ87	Indole-3-acetic acid-amido synthetase GH3.17 (EC 6.3.2.-) (Auxin-responsive GH3-like protein 17) (AtGH3-17)	GH3.17 At1g28130 F13K9.22 F3H9.21 F3H9_19	Nucleus	
Q9ZW30	Glutathione S-transferase U1 (AtGSTU1) (EC 2.5.1.18) (GST class-tau member 1) (Glutathione S-transferase 19)	GSTU1 GST19 At2g29490 F16P2.13	Cytoplasm, cytosol.	
A0A1P8ASW4	Mitogen-activated protein kinase kinase kinase 3	MAP3KA MAP KINASE KINASE KINASE 3 MAPKKK3 MEK KINASE At1g53570 AT1G53570 F22G10.18	Nucleus	
A0A1P8ATC6	Receptor-like serine/threonine-protein kinase (EC 2.7.11.1)	At1g11340 AT1G11340 T28P6.1 T28P6_1	Extracellular	"TRANSMEM 71..91; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 507..526; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius"""
Q9SGJ0	EEIG1/EHBP1 protein amino-terminal domain protein (F28J7.14 protein) (Uncharacterized protein At3g01810/F28J7_14)	At3g01810 At3g01810/F28J7_14 AT3G01810 F28J7.14 F28J7_14	Nucleus	
Q94EJ3	AT1g27100/T7N9_16 (Pollen Ole e 1 allergen and extensin family protein) (Uncharacterized protein At5g54855/MBG8.13)	At5g54855 At5g54855/MBG8.13 AT5G54855	Extracellular	
Q9SD33	PHAF1 protein At3g51130	At3g51130 F24M12.170	Mitochondrion	
Q8GY97	CMP-sialic acid transporter 2 (CMP-SA-Tr 2) (CMP-Sia-Tr 2)	At2g43240 F14B2.18	Golgi apparatus membrane; Multi-pass membrane protein.	"TRANSMEM 42..62; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 76..96; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 149..169; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 173..193; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 202..222; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 246..266; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 283..303; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 324..344; /note=""Helical""; /evidence=""ECO:0000255"""
Q9ZWC8	Serine/threonine-protein kinase BRI1-like 1 (EC 2.7.11.1) (BRASSINOSTEROID INSENSITIVE 1-like protein 1)	BRL1 At1g55610 F20N2.4	Cell membrane; Single-pass type I membrane protein.	"TRANSMEM 777..797; /note=""Helical""; /evidence=""ECO:0000255"""
F4JD91	NHL domain-containing protein	emb1974 embryo defective 1974 At3g07060 AT3G07060	Chloroplast	
Q8RWM9	Uncharacterized protein At5g38380 (Zinc transporter)	MXI10.5 MXI10_5 At5g38380 AT5G38380	Golgi_body	"TRANSMEM 21..40; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 46..68; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 80..99; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 111..130; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 142..162; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 182..200; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 220..240; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 252..271; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 283..303; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 309..329; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius"""
Q6NLP2	Translation initiation factor IF3-1, mitochondrial (AtIF3-1) (AtINFC-1)	IF3-1 At1g34360 F7P12.8	Mitochondrion.	
Q94CE3	Beta carbonic anhydrase 5, chloroplastic (AtbCA5) (AtbetaCA5) (EC 4.2.1.1) (Beta carbonate dehydratase 5)	BCA5 At4g33580 T16L1.70	Plastid, chloroplast.	
Q9STT6	ABC transporter A family member 6 (ABC transporter ABCA.6) (AtABCA6) (Putative ABC2 homolog 5)	ABCA6 ATH5 At3g47770 T23J7.100	Membrane; Multi-pass membrane protein.	"TRANSMEM 34..54; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 336..356; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 389..409; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 418..438; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 451..471; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 525..545; /note=""Helical""; /evidence=""ECO:0000255"""
F4IFF6	Disease resistance protein (TIR-NBS-LRR class) family	At2g14080 AT2G14080 T22C12.1	Cytoplasm, Nucleus	"TRANSMEM 6..26; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius"""
Q9FZB8	Probable LRR receptor-like serine/threonine-protein kinase At1g51810 (EC 2.7.11.1)	At1g51810 F19C24.1 T14L22.2	Membrane; Single-pass type I membrane protein.	"TRANSMEM 513..533; /note=""Helical""; /evidence=""ECO:0000255"""
O22315	Serine/arginine-rich-splicing factor SR34 (At-SR34) (At-SRp34) (AtSR34) (Pre-mRNA-splicing factor SF2) (SR1 protein)	SR34 SF2 SR1 SRP34 At1g02840 F22D16.16 F22D16_30	Nucleus speckle. Nucleus, nucleoplasm.	
Q8VYC9	Coiled-coil protein (Uncharacterized protein At1g16210)	At1g16210 AT1G16210 F3O9.2 F3O9_2	Cytoplasm	
Q42484	Disease resistance protein RPS2 (Resistance to Pseudomonas syringae protein 2)	RPS2 At4g26090 F20B18.200	Cytoplasm. Cell membrane. Not a peripheral membrane protein. Has the biochemical properties of an integral membrane protein without an obvious integral membrane primary structure.	
A0A1P8AN29	Pantothenate kinase 1	PANK1 ATCOAA ATPANK1 pantothenate kinase 1 At1g60440 AT1G60440 T13D8.31 T13D8_31	Cytoplasm	
F4K2A1	Folylpolyglutamate synthase (EC 6.3.2.17) (DHFS-FPGS homolog B) (Folylpoly-gamma-glutamate synthetase) (FPGS) (Tetrahydrofolylpolyglutamate synthase) (Tetrahydrofolate synthase)	FPGS1 ATDFB DFB FPGS2 FPGSB At5g05980 K18J17.17	Plastid, chloroplast.	
A0A1P8AUJ6	RHOMBOID-like protein (EC 3.4.21.-) (Rhomboid-like protein)	RBL6 ATRBL6 RHOMBOID-like protein 6 At1g12750 AT1G12750 T12C24.28 T12C24_28	Membrane; Multi-pass membrane protein.	"TRANSMEM 21..39; /note=""Helical""; /evidence=""ECO:0000256|RuleBase:RU362115""; TRANSMEM 104..125; /note=""Helical""; /evidence=""ECO:0000256|RuleBase:RU362115""; TRANSMEM 137..155; /note=""Helical""; /evidence=""ECO:0000256|RuleBase:RU362115""; TRANSMEM 161..180; /note=""Helical""; /evidence=""ECO:0000256|RuleBase:RU362115"""
F4JDV4	Phox (PX) domain-containing protein	At3g48195 AT3G48195	Cytoplasm	
Q39204	Transcription factor MYC2 (AtMYC2) (Basic helix-loop-helix protein 6) (AtbHLH6) (bHLH 6) (Protein JASMONATE INSENSITIVE 1) (R-homologous Arabidopsis protein 1) (RAP-1) (Transcription factor EN 38) (Z-box binding factor 1 protein) (bHLH transcription factor bHLH006) (rd22BP1)	MYC2 BHLH6 EN38 JAI1 JIN1 RAP1 RD22BP1 ZBF1 At1g32640 F6N18.4	Nucleus.	
Q9SS68	C2 calcium/lipid-binding plant phosphoribosyltransferase family protein (Putative phosphoribosylanthranilate transferase)	At3g03680 AT3G03680 T12J13.4 T12J13_4	Membrane; Multi-pass membrane protein.	"TRANSMEM 844..874; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 959..989; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius"""
Q9ZVQ4	Glutathione S-transferase Z2 (AtGSTZ2) (EC 2.5.1.18) (GST class-zeta member 2)	GSTZ2 At2g02380 T16F16.17	Cytoplasm, cytosol.	
Q8VY98	ATG8-interacting protein 2	ATI2 At4g00355 A_IG005I10.20 F5I10.20	Endoplasmic reticulum membrane; Single-pass membrane protein. Membrane; Single-pass membrane protein. Under favorable growth conditions, partially associated with the endoplasmic reticulum (ER) membrane network. Upon exposure to carbon starvation, mainly associated with newly identified spherical compartments that dynamically move along the ER network and reach the lytic vacuole.	"TRANSMEM 191..210; /note=""Helical""; /evidence=""ECO:0000255"""
Q9SMX1	DExH-box ATP-dependent RNA helicase DExH16, mitochondrial (EC 3.6.4.13) (ATP-dependent RNA helicase SUV3) (AtSUV3) (Protein EMBRYO SAC DEVELOPMENT ARREST 15) (Protein POLLEN DEVELOPMENT DEFECTIVE 17) (Protein POLLEN DEVELOPMENT DEFECTIVE 26) (Protein SUPPRESSOR OF VAR 3)	SUV3 EDA15 PDD17 PDD26 At4g14790 dl3435c FCAALL.309	Nucleus. Mitochondrion matrix. Mitochondrion matrix, mitochondrion nucleoid.	
Q8VYW1	Nuclear poly(A) polymerase 4 (AtPAP(IV)) (PAP(IV)) (Poly(A) polymerase IV) (nPAP) (EC 2.7.7.19) (Polynucleotide adenylyltransferase 4)	PAPS4 NPAP At4g32850 T16I18.60	Nucleus.	
Q9STR3	Copia-like retroelement pol polyprotein (Mitochondrial ATP synthase subunit G protein) (Uncharacterized protein AT4g26210) (Uncharacterized protein T25K17.20)	At4g26210 AT4G26210 T25K17.20 T25K17_20	Membrane.	
Q9LVC5	glucose-6-phosphate 1-epimerase (EC 5.1.3.15)	MJB24.14 MJB24_14 At5g57330 AT5G57330	Unknown	
Q9SIN1	Inactive TPR repeat-containing thioredoxin TTL3 (Tetratricopeptide repeat thioredoxin-like 3) (VH1-interacting TPR-containing protein)	TTL3 VIT At2g42580 F14N22.15	Unknown	
Q0WP31	NOT2 / NOT3 / NOT5 family (Uncharacterized protein At1g07705)	Negative on TATA less2a NOT2a At1g07705 AT1G07705	Chloroplast, Nucleus	
A0A1I9LM87	Pre-mRNA-processing protein 40B	PRP40B ATPRP40B At3g19670 AT3G19670	Nucleus	
A0A1I9LLC0	CTC-interacting domain 4	CID4 CTC-interacting domain 4 At3g14010 AT3G14010	Nucleus	
Q9LY03	Probable LRR receptor-like serine/threonine-protein kinase IRK (EC 2.7.11.1) (Inflorescence and root apices receptor-like kinase)	IRK At3g56370 T5P19.20	Cell membrane; Single-pass type I membrane protein.	"TRANSMEM 604..624; /note=""Helical""; /evidence=""ECO:0000255"""
Q3E8W4	Receptor-like protein kinase ANXUR2 (EC 2.7.11.1)	ANX2 At5g28680 F4I4.60	Cell membrane; Single-pass type I membrane protein.	"TRANSMEM 432..452; /note=""Helical""; /evidence=""ECO:0000255"""
Q8LBU2	Probable glutathione peroxidase 8 (EC 1.11.1.9)	GPX8 At1g63460 F2K11.16	Cytoplasm	
Q8VZM5	CSC1-like protein At4g15430	At4g15430 dl3760w FCAALL.292	Membrane; Multi-pass membrane protein.	"TRANSMEM 7..27; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 101..121; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 156..176; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 375..395; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 419..439; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 467..487; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 512..532; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 583..603; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 630..650; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 653..673; /note=""Helical""; /evidence=""ECO:0000255"""
Q9FLP6	Small ubiquitin-related modifier 2 (AtSUMO2)	SUMO2 SUM2 At5g55160 MCO15.11	Nucleus. Cytoplasm.	
Q0WNP8	Protein IQ-DOMAIN 9 (AtIQD9)	IQD9 At2g33990 T14G11.11	Nucleus. Nucleus, nuclear body.	
F4I1S8	Elongator protein 2	ELP2 AtELP2 elongator protein 2 Elongator subunit 2 At1g49540 AT1G49540 F14J22.24	Nucleus	
Q9SGN8	F3M18.16 (GATA zinc finger protein) (Uncharacterized protein At1g28400)	At1g28400 AT1G28400 F3M18.16 F3M18_16	Unknown	
Q9FJS1	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein (Extensin-like protein) (Putative extensin)	MQD22.2 MQD22_2 At5g46890 At5g46890/MQD22_2 AT5G46890	Extracellular	
Q9XI93	Nodulin-related protein 2	At1g13930 F16A14.14 F7A19.2	Chloroplast	
