Accession	Gene ID	Description	Sum PEP Score	# PSMs	# Peptides	# Unique Peptides	Abundance Ratio: (rbohC C) / (WT C)	Abundance Ratio (log2): (rbohC C) / (WT C)	Abundance Ratio Adj. P-Value: (rbohC C) / (WT C)	Abundance Ratio P-Value: (rbohC C) / (WT C)	Abundances (Grouped): rbohC C	Abundances (Grouped): WT C	Abundances (Grouped) CV [%]: rbohC C	Abundances (Grouped) CV [%]: WT C	Abundances (Normalized): F1: Sample, rbohC C	Abundances (Normalized): F2: Sample, rbohC C	Abundances (Normalized): F3: Sample, rbohC C	Abundances (Normalized): F13: Sample, WT C	Abundances (Normalized): F14: Sample, WT C	Abundances (Normalized): F15: Sample, WT C	Found in Sample: [S1] F1: Sample, rbohC C	Found in Sample: [S2] F2: Sample, rbohC C	Found in Sample: [S3] F3: Sample, rbohC C	Found in Sample: [S4] F4: Sample, rbohC Cd	Found in Sample: [S5] F5: Sample, rbohC Cd	Found in Sample: [S6] F6: Sample, rbohC Cd	Found in Sample: [S7] F7: Sample, rbohF C	Found in Sample: [S8] F8: Sample, rbohF C	Found in Sample: [S9] F9: Sample, rbohF C	Found in Sample: [S10] F10: Sample, rbohF Cd	Found in Sample: [S11] F11: Sample, rbohF Cd	Found in Sample: [S12] F12: Sample, rbohF Cd	Found in Sample: [S13] F13: Sample, WT C	Found in Sample: [S14] F14: Sample, WT C	Found in Sample: [S15] F15: Sample, WT C	Found in Sample: [S16] F16: Sample, WT Cd	Found in Sample: [S17] F17: Sample, WT Cd	Found in Sample: [S18] F18: Sample, WT Cd	COUNTIF
Q9ZST4	ath:AT4G01900; Q9ZST4	Nitrogen regulatory protein P-II homolog OS=Arabidopsis thaliana OX=3702 GN=GLB1 PE=1 SV=1	14.46	80	6	6	3.82	1.93	0.0309907532920611	0.00495329343315709	10732803.945448	2809878.66265894	9.38	37.55	9560456.4774173	10732803.945448	11539975.4408825	2126703.1655934	4405270.5396692	2809878.66265894	High	High	Peak Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	17
Q9ZVJ6	ath:AT2G38750; Q9ZVJ6	Annexin D4 OS=Arabidopsis thaliana OX=3702 GN=ANN4 PE=1 SV=1	174.385	823	19	19	1.85	0.89	0.0315268565379616	0.00504214471813391	294675720.112214	159251031.910545	22.56	11.86	195694186.096864	302824478.486995	294675720.112214	136837998.631408	159251031.910545	173681673.077267	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q9LW57	ath:AT3G23400; Q8LBY7; Q9LW57	Plastid-lipid-associated protein 6, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=PAP6 PE=1 SV=1	86.584	435	12	12	0.452	-1.14	0.0319910380912234	0.0051195938675177	28091902.4027704	62115686.634855	20.16	32.54	21584125.8499311	32574737.565491	28091902.4027704	48876828.1560047	62115686.634855	91838084.3044621	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q9S752	ath:AT3G09770; Q9S752	Probable E3 ubiquitin-protein ligase LOG2 OS=Arabidopsis thaliana OX=3702 GN=LOG2 PE=1 SV=1	29.748	74	6	6	0.557	-0.84	0.0321340419381185	0.00515215751972042	190324272.392874	341635021.760512	15.6	25.71	190324272.392874	203914347.276795	149566323.847417	357787172.110624	341635021.760512	214742422.382834	High	High	High	High	Peak Found	Peak Found	High	High	High	High	High	High	Peak Found	High	High	High	High	High	15
Q8W5R6	ath:AT1G21730; Q8W5R6; Q9XI03	Kinesin-like protein KIN-7C, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=KIN7C PE=1 SV=1	49.449	226	10	6	0.431	-1.22	0.0321535365001613	0.00515689719984014	21362832.9493339	49598917.5663171	27.19	30.13	21362832.9493339	24805299.9986847	14102959.1424576	51317580.3793449	28072697.7462257	49598917.5663171	High	High	High	High	Peak Found	High	High	Peak Found	High	High	High	High	High	High	High	High	High	High	16
O04848	ath:AT1G08880; O04848; Q8LAC0	Probable histone H2AXa OS=Arabidopsis thaliana OX=3702 GN=At1g08880 PE=1 SV=1	19.884	213	4	2	0.394	-1.34	0.032196774652515	0.00516706433231717	11252772.6551537	28533683.9094072	33.67	11.35	15299724.6564633	11252772.6551537	7630061.93850569	25735568.9642561	32262307.3182372	28533683.9094072	High	High	High	High	High	Peak Found	High	High	High	High	High	High	High	High	High	High	High	High	17
Q9XIB3	ath:AT1G49470; Q9XIB3	At1g49470 OS=Arabidopsis thaliana OX=3702 GN=At1g49470 PE=1 SV=1	9.717	76	2	2	5.933	2.57	0.0324685018938416	0.00521393190896036	3829592.95684566	645437.232044639	27.87	26.83	3829592.95684566	3012091.23044124	5229751.89568247	645437.232044639	397817.808625206	680796.860137958	High	High	High	High	Peak Found	Peak Found	High	Peak Found	High	High	High	High	High	High	High	High	High	High	15
Q9FGK8	ath:AT5G47490; Q9FGK8	Protein transport protein SEC16B homolog OS=Arabidopsis thaliana OX=3702 GN=SEC16B PE=1 SV=1	20.532	41	10	8	0.254	-1.97	0.0327506651814257	0.00526253095957752	2400173.23060663	9431305.83099594	65.46	41.71	6665377.05014852	2322961.27373775	2400173.23060663	5515401.31199965	9431305.83099594	13396978.5841259	High	High	High	Peak Found	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	Peak Found	High	High	Peak Found	High	High	9
Q9SRL5	ath:AT3G11050; Q42288; Q8L9N6; Q8WHW4; Q9SRL5	Ferritin-2, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=FER2 PE=2 SV=1	15.955	36	5	5	4.384	2.13	0.0328357225064474	0.00527784666761932	9004206.09211371	2053721.10290696	37.32	24.18	5718958.0795899	12487736.2223383	9004206.09211371	1599716.71153649	2607113.85480614	2053721.10290696	High	High	Peak Found	Peak Found	Peak Found	Peak Found	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	High	Peak Found	High	High	High	8
Q42484	ath:AT4G26090; O82096; Q42484; Q8L3R0; Q8L3W3; Q8L4X9; Q8L4Y0; Q8L587; Q8L5B3; Q8LKZ8; Q8LKZ9; Q8LL00; Q8LL01; Q9ASP5	Disease resistance protein RPS2 OS=Arabidopsis thaliana OX=3702 GN=RPS2 PE=1 SV=1	13.418	15	7	7	0.169	-2.57	0.0329098453648534	0.0052914128158037	391084.3340524	2316313.9409874	123.55	19.63	2905829.59247071	391084.3340524	296611.099151375	3197002.16159662	2316313.9409874	2305509.30938438	High	Peak Found	Peak Found	Peak Found	High	Peak Found	High	Peak Found	High	Peak Found	Peak Found	High	Peak Found	Peak Found	Peak Found	High	High	Peak Found	7
F4JXV9	F4JXV9	Beta-adaptin-like protein OS=Arabidopsis thaliana OX=3702 GN=At5g11490 PE=1 SV=1	141	719	19	19	0.429	-1.22	0.0332108651625936	0.00534314657126211	24754849.808845	57665437.1929334	15.41	34.16	24754849.808845	22553108.2244488	30287696.878332	29845948.2695615	60096869.1775256	57665437.1929334	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
P43293	ath:AT5G02290; P43293; Q0WQ30; Q9LZ96	Probable serine/threonine-protein kinase PBL11 OS=Arabidopsis thaliana OX=3702 GN=PBL11 PE=1 SV=2	55.34	243	13	11	0.215	-2.22	0.0334573183678234	0.00538615631773554	1478768.14190615	6889075.0596079	78.82	34.73	3363587.7516227	1478768.14190615	574201.069692518	6889075.0596079	7694663.98754175	3693905.76024068	Peak Found	High	Peak Found	Peak Found	Peak Found	High	High	High	High	High	High	High	High	High	Peak Found	High	High	High	13
F4I0N7	F4I0N7	GAST1 protein homolog 1 OS=Arabidopsis thaliana OX=3702 GN=GASA1 PE=1 SV=1	29.415	175	4	4	0.44	-1.18	0.0340166096007865	0.00548131704324706	19014034.3724506	43203674.3707244	14.41	56.06	19014034.3724506	15051259.4540772	19932961.590185	43203674.3707244	46334673.2379014	12013930.4484359	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
A0A1P8BB55	A0A1P8BB55	Basic-leucine zipper (BZIP) transcription factor family protein OS=Arabidopsis thaliana OX=3702 GN=HY5 PE=1 SV=1	21.633	46	4	4	0.311	-1.68	0.0340205972489041	0.00548537515001657	3099491.29547854	9952144.48951672	74.68	45.79	3099491.29547854	7890110.27326988	1837508.26315239	9952144.48951672	4315942.87235847	12116123.9867961	High	High	Peak Found	High	High	High	Peak Found	Peak Found	Peak Found	Peak Found	High	Peak Found	High	Peak Found	High	Peak Found	Peak Found	High	9
Q9SKC9	ath:AT2G02050; Q42155; Q42220; Q8GXZ6; Q9SKC9	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7 OS=Arabidopsis thaliana OX=3702 GN=At2g02050 PE=1 SV=1	31.959	226	5	5	0.381	-1.39	0.0343820524870576	0.00555228466697777	8445299.70804422	22139039.7944781	52.05	12.08	18474714.247875	7721173.28525837	8445299.70804422	19233945.3830173	24533796.2815799	22139039.7944781	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
B3H7F6	B3H7F6	Time for coffee OS=Arabidopsis thaliana OX=3702 GN=TIC PE=1 SV=1	22.5	41	9	9	5.377	2.43	0.0349064724096506	0.00565799906685216	4173770.12659178	776227.888695175	35.01	96.91	5041816.85851944	4173770.12659178	2386158.43484081	287997.75029561	2455650.84128681	776227.888695175	High	Peak Found	High	High	High	Peak Found	High	High	High	High	High	High	High	High	Peak Found	High	High	High	15
Q8H1Q6	Q8H1Q6	NAD(P)-binding Rossmann-fold superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At4g23420 PE=1 SV=1	65.982	420	10	5	4.532	2.18	0.0352214623902773	0.0057196642152777	9416787.28225276	2078046.91468559	27.35	66.03	8371986.29777975	9416787.28225276	13798849.4678872	422276.542452564	2514373.86246506	2078046.91468559	High	High	High	Peak Found	High	High	High	High	Peak Found	Peak Found	High	High	High	High	High	High	High	High	15
F4JUL9	ath:AT4G14147; F4JUL9; O23274	Actin-related protein 2/3 complex subunit 4 OS=Arabidopsis thaliana OX=3702 GN=ARPC4 PE=1 SV=1	19.322	119	5	5	0.27	-1.89	0.0357967649365559	0.00582027617235603	2179129.17602672	8070015.05229032	74.44	27.72	2585273.44935587	2179129.17602672	254200.043771128	8070015.05229032	5245630.00448194	9333572.93778094	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q9LFE2	ath:AT5G16750; Q42339; Q8L830; Q93ZT0; Q9LFE2	Transducin family protein / WD-40 repeat family protein OS=Arabidopsis thaliana OX=3702 GN=TORMOZEMBRYO DEFECTIVE PE=1 SV=1	360.645	1604	41	41	2.095	1.07	0.0376725967912876	0.00615174726981871	238347643.454615	113793874.001605	10.96	12.66	238347643.454615	227285529.662023	278968229.580339	125971970.296486	113793874.001605	97598105.4462804	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q6ID99	ath:AT1G20816; Q56ZY5; Q6ID99; Q9LM70	Outer envelope pore protein 21A, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=OEP21A PE=2 SV=1	9.807	56	4	3	3.235	1.69	0.03811793227171	0.00623020869819224	16259728.2282285	5025801.63698717	46.61	3.49	6752284.16438229	19418252.4576393	16259728.2282285	5331256.98210154	5017968.80114924	5025801.63698717	High	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	High	High	Peak Found	High	High	Peak Found	High	Peak Found	8
Q6ICY4	ath:AT3G12100; Q6ICY4; Q9C7C2; Q9LH56	Metal tolerance protein C2 OS=Arabidopsis thaliana OX=3702 GN=MTPC2 PE=2 SV=1	18.309	44	3	3	0.31	-1.69	0.0385399178407131	0.00630498430012971	3082815.86440256	9938102.4247829	42.92	19.45	1832369.0110738	4533601.49550723	3082815.86440256	8743384.39931492	12710521.4239755	9938102.4247829	Peak Found	High	Peak Found	High	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	High	High	Peak Found	High	High	High	High	10
C0LGD6	ath:AT1G05700; C0LGD6; Q9SYL1	Probable LRR receptor-like serine/threonine-protein kinase At1g05700 OS=Arabidopsis thaliana OX=3702 GN=At1g05700 PE=1 SV=1	99.432	562	22	21	2.274	1.19	0.0388832627528105	0.00636505797083053	65795428.1889486	28931242.5819529	18.54	17.4	71580095.1859742	49343616.9876636	65795428.1889486	28931242.5819529	31605677.4956786	22276195.2384231	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q8S8T4	ath:AT2G47650; Q8S8T4	UDP-glucuronic acid decarboxylase 4 OS=Arabidopsis thaliana OX=3702 GN=UXS4 PE=2 SV=1	285.503	1678	25	9	0.566	-0.82	0.0392587024038644	0.00643045760472916	413667704.519366	731354254.581673	14.04	2.98	413667704.519366	508761592.893834	393460172.988358	762263423.735437	719685123.770465	731354254.581673	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
A0A1R7T3D6	A0A1R7T3D6; ath:AT5G42320	Zn-dependent exopeptidases superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At5g42320 PE=1 SV=1	20.883	81	5	5	0.324	-1.63	0.0395066991992569	0.00647504507231433	4028695.06342378	12432068.4492504	34.16	1.89	3324644.18407199	6298952.33597776	4028695.06342378	12432068.4492504	12714472.2131337	12246221.1348099	High	High	High	Peak Found	High	High	Peak Found	High	High	High	High	High	Peak Found	Peak Found	High	High	High	High	14
Q9FIG9	ath:AT5G42480; Q7XAR9; Q7XAS0; Q7XAS1; Q9FIG9	Protein ACCUMULATION AND REPLICATION OF CHLOROPLASTS 6, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=ARC6 PE=1 SV=1	31.928	41	9	9	0.458	-1.13	0.0395199885754417	0.00647920700202764	28192589.7832472	61516227.7951221	43.67	4.28	28192589.7832472	38078705.2883411	14622739.6062379	65119595.2262781	61516227.7951221	59931576.5484519	Peak Found	High	Peak Found	Peak Found	Peak Found	High	Peak Found	High	High	Peak Found	Peak Found	Peak Found	Peak Found	High	High	High	High	High	9
O23254	ath:AT4G13930; O23254; Q8LBY1; Q9FPJ3	Serine hydroxymethyltransferase 4 OS=Arabidopsis thaliana OX=3702 GN=SHM4 PE=1 SV=1	420.622	1808	33	32	0.566	-0.82	0.0398446482013749	0.00654043469798182	334214355.223748	590188720.335081	38.13	35.91	334214355.223748	488797350.791996	223893243.811317	561508300.938376	590188720.335081	1026904329.25858	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
P58050	ath:AT5G25140; P58050; Q0WUU4	Cytochrome P450 71B13 OS=Arabidopsis thaliana OX=3702 GN=CYP71B13 PE=2 SV=1	40.945	225	10	7	0.386	-1.37	0.0403623270869455	0.00662946309063228	7932349.67058604	20525090.3670804	44.55	20.88	7932349.67058604	10352853.1207156	3849708.45271375	20525090.3670804	20068745.2554706	28634439.1129039	High	High	Peak Found	High	Peak Found	Peak Found	High	High	High	High	High	High	High	High	High	High	High	High	15
Q8RX67	ath:AT1G72130; Q3E7P6; Q8GYF0; Q8RX67; Q9C7H6; Q9C7U2	Protein NRT1/ PTR FAMILY 5.11 OS=Arabidopsis thaliana OX=3702 GN=NPF5.11 PE=2 SV=1	8.739	23	4	4	5.914	2.56	0.0418622505080417	0.00689893923085694	3627643.34335652	613403.355434717	27.92	46.64	2379302.87984472	3627643.34335652	4256018.8288371		435471.633382418	864037.167096361	High	High	High	Peak Found	High	High	High	Peak Found	Peak Found	Peak Found	High	Peak Found	Not Found	Peak Found	High	Peak Found	Peak Found	High	9
F4K498	ath:AT5G27330; F4K498	Prefoldin chaperone subunit family protein OS=Arabidopsis thaliana OX=3702 GN=At5g27330 PE=1 SV=1	84.634	450	22	22	2.032	1.02	0.0422215671319684	0.00696027440697677	126312518.947452	62155962.321686	5.73	8.4	126312518.947452	127684823.343098	114850430.272095	60249677.0921271	62155962.321686	70401533.7715721	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
A0A1P8B4A4	A0A1P8B4A4	P-loop containing nucleoside triphosphate hydrolases superfamily protein OS=Arabidopsis thaliana OX=3702 GN=VIIIB PE=3 SV=1	23.401	106	6	2	0.148	-2.75	0.0429323222993921	0.00708606373778431	179402.590463581	1210187.94454137		47.98			179402.590463581	730817.194586113	1210187.94454137	1971666.34129164	Not Found	Not Found	Peak Found	High	High	Not Found	High	Peak Found	High	Not Found	Not Found	Not Found	High	High	Peak Found	High	Peak Found	Peak Found	7
O80763	ath:AT1G60420; O80763; Q8LB68	Probable nucleoredoxin 1 OS=Arabidopsis thaliana OX=3702 GN=At1g60420 PE=1 SV=1	94.498	352	16	16	2.51	1.33	0.0431769587639228	0.00712860887377853	23344612.9140515	9301904.39003219	15.24	17.95	23344612.9140515	24736109.7523288	18323517.2728812	9301904.39003219	11719797.873582	8307456.89348517	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q8GYC5	Q8GYC5	At1g24268 OS=Arabidopsis thaliana OX=3702 GN=At1g24267 PE=1 SV=1	12.256	14	4	4	6.496	2.7	0.0434136434281962	0.00717422389265709	1439040.41615377	221525.733700992	35.85	66.69	1172225.95461542	2294380.28042618	1439040.41615377	221525.733700992	151424.710419571	528067.553637418	High	Peak Found	Peak Found	High	High	Peak Found	High	Peak Found	Not Found	Peak Found	Peak Found	High	Peak Found	Peak Found	High	Peak Found	Peak Found	Peak Found	6
Q8GYQ9	ath:AT1G79020; Q8GYQ9	Enhancer of polycomb-like protein OS=Arabidopsis thaliana OX=3702 GN=YUP8H12R.36 PE=1 SV=1	10.487	27	4	4	0.143	-2.81	0.0437906900064397	0.00723873009342935	470326.379932911	3297423.62016914	150.83	31.88	8374387.91727545	470326.379932911	319620.157065301	3261317.11089059	5498161.41139266	3297423.62016914	High	Peak Found	Peak Found	Peak Found	Peak Found	Not Found	Peak Found	Peak Found	High	High	Peak Found	High	High	High	High	High	Peak Found	Peak Found	8
Q9LSM3	ath:AT5G65520; Q9LSM3	Tetratricopeptide repeat (TPR)-like superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At5g65520 PE=1 SV=1	38.452	106	6	6	3.606	1.85	0.0438183124869054	0.00724549577490419	10421088.1612843	2890221.98230799	5.56	49.2	11355104.8631437	10252940.1101329	10421088.1612843	2890221.98230799	2830799.73260891	6264625.96144202	High	High	High	High	High	Peak Found	High	High	High	Peak Found	Peak Found	High	High	High	High	High	High	High	15
Q9SVD1	ath:AT3G52500; Q9SVD1	At3g52500 OS=Arabidopsis thaliana OX=3702 GN=F22O6_120 PE=1 SV=1	123.678	369	12	12	2.079	1.06	0.0438402904780254	0.00725353131949058	118979830.029563	57240882.1832971	30.55	24.3	118979830.029563	127709068.482861	68298228.8486291	79630447.8443933	50657040.2162394	57240882.1832971	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q9FKN7	ath:AT5G17890; Q9FKN7; Q9FKN8	Protein DA1-related 4 OS=Arabidopsis thaliana OX=3702 GN=DAR4 PE=1 SV=2	10.719	50	8	7	3.036	1.6	0.0441245770189447	0.0073049974905115	15673569.4295086	5161947.9006605	23.65	37.12	15673569.4295086	19943544.2856796	12396288.8214213	5161947.9006605	4851101.36057832	9091450.79242075	High	High	High	High	High	Peak Found	Peak Found	High	High	High	High	High	High	High	High	Peak Found	High	Peak Found	14
Q8RY23	ath:AT5G18860; Q8RY23	AT5g18860/F17K4_110 OS=Arabidopsis thaliana OX=3702 GN=NSH3 PE=1 SV=1	164.909	728	27	27	2.435	1.28	0.0441350108861994	0.00730894036010099	50872974.450494	20888897.7750275	19.29	20.72	55789216.2328369	50872974.450494	37815667.3308938	18588773.040826	27498139.7669944	20888897.7750275	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
F4K6P2	F4K6P2	Respiratory burst oxidase homolog A OS=Arabidopsis thaliana OX=3702 GN=RBOHA PE=3 SV=1	23.129	166	9	6	5.58	2.48	0.0442633033537044	0.00734351777440856	3645526.34979441	653321.514593473	27.46	35.94	2979086.78842472	5074883.88715543	3645526.34979441		503832.13152488	847165.106637571	Peak Found	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	High	High	Not Found	Peak Found	Peak Found	High	Peak Found	High	6
Q9LTI3	ath:AT5G59470; Q8GXW3; Q9LTI3	Mannose-P-dolichol utilization defect 1 protein homolog 1 OS=Arabidopsis thaliana OX=3702 GN=At5g59470 PE=2 SV=1	24.581	164	5	2	6.844	2.77	0.0450671771546994	0.00748593389914665	445811.629641906	65136.569024212	16.36	109.71	445811.629641906	554630.808917686	406569.722033427		23145.9637691319	183305.074982629	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q5Q0E2	ath:AT1G63550; Q5Q0E2; Q9SH39	Cysteine-rich repeat secretory protein 9 OS=Arabidopsis thaliana OX=3702 GN=CRRSP9 PE=2 SV=1	11.838	77	3	3	0.164	-2.61	0.0451212490981939	0.007501356537152	310331.101419827	1893004.07890741	81.13	51.37	161516.541634198		596257.148240301	3908188.22309746	1893004.07890741	1579428.42797588	Peak Found	Not Found	Peak Found	Peak Found	Not Found	High	High	Peak Found	High	High	High	High	High	High	High	High	High	High	12
Q9SUY2	A0A178VJG6; ath:AT3G52230; Q9SUY2	AT3g52230/F4F15_340 OS=Arabidopsis thaliana OX=3702 GN=F4F15.340 PE=1 SV=1	28.455	142	4	4	3.052	1.61	0.0451212490981939	0.00750171060756077	18365747.9121245	6016969.61258361	17.71	35.07	14409470.9217104	20641073.9711342	18365747.9121245	5427538.00022824	6016969.61258361	10043222.5635588	Peak Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	17
Q94C60	ath:AT5G63670; Q94C60; Q9FFP7	Transcription elongation factor SPT4 homolog 2 OS=Arabidopsis thaliana OX=3702 GN=At5g63670 PE=1 SV=1	37.939	111	6	6	0.288	-1.8	0.0457009029737498	0.00760496427679236	2692986.91672799	9365744.41673423	77.39	37.77	2692986.91672799	683527.463983773	5003678.35628879	9365744.41673423	11625485.3507752	5143023.01212882	High	Peak Found	High	High	High	High	High	High	High	High	High	High	High	High	Peak Found	High	High	High	16
Q9S9M2	ath:AT1G16150; F4I2T9; Q9S9M2	Wall-associated receptor kinase-like 4 OS=Arabidopsis thaliana OX=3702 GN=WAKL4 PE=2 SV=2	19.11	99	5	4	3.134	1.65	0.0468109286418654	0.00780142980226861	11367123.84185	3626988.23971273	7.94	18.68	10535213.7970895	11367123.84185	12347118.3808907	3703457.30308942	3626988.23971273	2596448.33824074	Peak Found	Peak Found	High	Peak Found	High	Peak Found	High	Peak Found	High	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	High	High	8
F4I233	F4I233	Leucine-rich repeat protein kinase family protein OS=Arabidopsis thaliana OX=3702 GN=At1g63430 PE=1 SV=1	9.117	40	3	3	4.184	2.06	0.0468986783708962	0.00782076248923835	7509185.14020676	1794940.27165715	51.86	30.46	7509185.14020676	11967268.2728776	3900283.28340778	2459726.88986976	1794940.27165715	1331507.66268707	High	High	High	High	Peak Found	Peak Found	Peak Found	Peak Found	High	Peak Found	Peak Found	Peak Found	High	High	High	High	Peak Found	High	10
P46645	ath:AT5G19550; P46645	Aspartate aminotransferase, cytoplasmic isozyme 1 OS=Arabidopsis thaliana OX=3702 GN=ASP2 PE=1 SV=2	266.852	1371	27	20	0.53	-0.92	0.0475885779773082	0.00794058697839328	125086235.493819	236028637.056165	7.48	33.33	125086235.493819	110094877.167885	126235611.882676	276821336.818044	236028637.056165	136565448.820408	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q8RY80	A0A178W4L4; ath:AT1G57600; Q8RY80	MBOAT (Membrane bound O-acyl transferase) family protein OS=Arabidopsis thaliana OX=3702 GN=At1g57600 PE=1 SV=1	10.774	54	3	3	6.363	2.67	0.0480368321747243	0.00802964075281909	1435704.0164997	225618.890228277	29.82	27.85	955238.792709401	1780765.32217173	1435704.0164997	353323.287923163	223130.315850015	225618.890228277	Peak Found	High	High	High	High	High	High	High	Peak Found	Peak Found	High	Peak Found	High	Peak Found	High	High	High	High	13
