Accession	Gene ID	Description	Sum PEP Score	# PSMs	# Peptides	# Unique Peptides	Abundance Ratio: (rbohF C) / (WT C)	Abundance Ratio (log2): (rbohF C) / (WT C)	Abundance Ratio Adj. P-Value: (rbohF C) / (WT C)	Abundance Ratio P-Value: (rbohF C) / (WT C)	Abundances (Grouped): rbohF C	Abundances (Grouped): WT C	Abundances (Grouped) CV [%]: rbohF C	Abundances (Grouped) CV [%]: WT C	Abundances (Normalized): F7: Sample, rbohF C	Abundances (Normalized): F8: Sample, rbohF C	Abundances (Normalized): F9: Sample, rbohF C	Abundances (Normalized): F13: Sample, WT C	Abundances (Normalized): F14: Sample, WT C	Abundances (Normalized): F15: Sample, WT C	Found in Sample: [S1] F1: Sample, rbohC C	Found in Sample: [S2] F2: Sample, rbohC C	Found in Sample: [S3] F3: Sample, rbohC C	Found in Sample: [S4] F4: Sample, rbohC Cd	Found in Sample: [S5] F5: Sample, rbohC Cd	Found in Sample: [S6] F6: Sample, rbohC Cd	Found in Sample: [S7] F7: Sample, rbohF C	Found in Sample: [S8] F8: Sample, rbohF C	Found in Sample: [S9] F9: Sample, rbohF C	Found in Sample: [S10] F10: Sample, rbohF Cd	Found in Sample: [S11] F11: Sample, rbohF Cd	Found in Sample: [S12] F12: Sample, rbohF Cd	Found in Sample: [S13] F13: Sample, WT C	Found in Sample: [S14] F14: Sample, WT C	Found in Sample: [S15] F15: Sample, WT C	Found in Sample: [S16] F16: Sample, WT Cd	Found in Sample: [S17] F17: Sample, WT Cd	Found in Sample: [S18] F18: Sample, WT Cd	COUNTIF
Q9LF41	ath:AT5G15400; Q9LF41	Probable ubiquitin conjugation factor E4 OS=Arabidopsis thaliana OX=3702 GN=PUB1 PE=2 SV=1	44.988	225	14	14	0.462	-1.11	0.0283592566379966	0.00427373997534608	32898302.8141369	71191699.425913	1.27	13.75	32898302.8141369	33006986.3803613	32237765.2932096	71191699.425913	77962773.1768004	59114385.9533779	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q9SGP9	ath:AT1G28510; Q9SGP9	At1g28510/F3M18_5 OS=Arabidopsis thaliana OX=3702 GN=At1g28510 PE=1 SV=1	41.893	159	6	6	2.887	1.53	0.0285946599009022	0.00431207471305606	17818362.6558168	6172660.02268039	19.93	46.88	17418905.9632983	17818362.6558168	24481651.0948086	5032111.94071112	6172660.02268039	11730971.3445942	High	High	Peak Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	17
Q9SH30	ath:AT1G63440; Q9SH30	Probable copper-transporting ATPase HMA5 OS=Arabidopsis thaliana OX=3702 GN=HMA5 PE=1 SV=2	76.455	169	21	21	2.852	1.51	0.0292381248909834	0.00441641876478305	14901882.490037	5225656.36899703	6.2	17.13	14229388.7447807	14901882.490037	16075617.9770381	5225656.36899703	5165037.92644161	6905112.61807008	High	High	High	High	High	High	Peak Found	Peak Found	Peak Found	High	High	High	High	Peak Found	High	High	High	High	14
Q9ZPX1	ath:AT2G18390; Q547H2; Q9ZPX1	ADP-ribosylation factor-like protein 2 OS=Arabidopsis thaliana OX=3702 GN=ARL2 PE=2 SV=1	18.736	49	6	6	3.485	1.8	0.02935763579493	0.00443593876861392	10456329.1782108	3000414.524622	11.58	18.78	8613097.27348995	10456329.1782108	10727080.7942302	2936119.05290534	3000414.524622	4049581.83816841	High	High	High	High	Peak Found	Peak Found	High	Peak Found	Peak Found	Peak Found	High	Peak Found	High	High	High	High	High	High	12
Q944H0	ath:AT1G48600; F4HYI6; Q944H0; Q9LP63; Q9LP64	Phosphomethylethanolamine N-methyltransferase OS=Arabidopsis thaliana OX=3702 GN=NMT2 PE=1 SV=2	183.96	838	22	12	0.539	-0.89	0.0296093218668838	0.00447544900017949	76018543.5928789	141006088.019013	27.57	11.16	66645175.4819147	76018543.5928789	110867847.223796	145615852.602058	141006088.019013	117582702.392251	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q9C9U7	ath:AT1G73640; Q9C9U7	Ras-related protein RABA6a OS=Arabidopsis thaliana OX=3702 GN=RABA6A PE=2 SV=1	39.847	369	7	2	4.709	2.24	0.0302236454999909	0.00457132638187363	4877387.2890865	1035852.21330172	47.51	52.81	2256277.06552213	4877387.2890865	6559523.92080604	912530.336126305	2249665.64466573	1035852.21330172	High	High	Peak Found	Peak Found	Peak Found	Peak Found	High	High	High	Peak Found	High	High	High	High	High	High	High	High	13
A0A1P8B458	A0A1P8B458	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At4g26600 PE=1 SV=1	72.835	327	11	7	0.367	-1.45	0.0304175533814473	0.00461130109262742	4317547.37598583	11780289.2377494	57.27	41.15	7422000.77422761	2147673.66428162	4317547.37598583	12985570.0833251	11780289.2377494	5313360.61044111	High	High	High	High	High	Peak Found	High	High	High	High	High	High	High	High	High	High	High	High	17
Q9SU63	ath:AT3G48000; Q42090; Q9SU63	Aldehyde dehydrogenase family 2 member B4, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=ALDH2B4 PE=1 SV=1	57.496	130	14	13	0.405	-1.3	0.0304515275448607	0.00461797415217813	8418206.58708604	20786487.0462973	36.6	44.31	8418206.58708604	7502217.5301657	14296021.2216828	24750440.2179489	20786487.0462973	9194441.92131477	High	Peak Found	Peak Found	High	High	High	High	High	High	High	High	High	High	High	Peak Found	High	High	High	15
P0C1T5	ath:AT5G09978; P0C1T5; Q1G3G0	Elicitor peptide 7 OS=Arabidopsis thaliana OX=3702 GN=PEP7 PE=3 SV=1	21.744	137	3	3	0.511	-0.97	0.0304557597508033	0.00462013875419687	104951999.356367	205562164.079583	22.44	25.68	104951999.356367	79729518.0355644	126176718.888108	207854557.606087	205562164.079583	126670358.905538	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q9LPV8	ath:AT1G12920; Q147G8; Q39098; Q39223; Q41987; Q9LPV8	Eukaryotic peptide chain release factor subunit 1-2 OS=Arabidopsis thaliana OX=3702 GN=ERF1-2 PE=1 SV=1	153.515	780	21	9	0.478	-1.06	0.0306906854526575	0.00465884605171341	397769180.260275	831941817.692886	7.67	8.24	397769180.260275	362367806.736105	422512717.277914	854837820.737556	730131983.364216	831941817.692886	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q9LM13	ath:AT1G22170; Q8L832; Q8LBD7; Q9LM13	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase 1 OS=Arabidopsis thaliana OX=3702 GN=gpmA1 PE=2 SV=1	32.803	103	11	6	0.399	-1.33	0.0307079006767592	0.00466299471776588	8950566.40515308	22435202.7475757	16.6	7.33	8950566.40515308	9367322.67659179	6780729.73582691	20764617.295729	22435202.7475757	24052501.5931686	High	Peak Found	High	Peak Found	Peak Found	Peak Found	Peak Found	High	High	Peak Found	Peak Found	Peak Found	High	High	Peak Found	Peak Found	Peak Found	Peak Found	6
O48723	ath:AT2G26560; O48723; Q8LDK8	Patatin-like protein 2 OS=Arabidopsis thaliana OX=3702 GN=PLP2 PE=1 SV=1	128.924	184	13	13	0.266	-1.91	0.0308374744488613	0.00468421236878203	1559997.4253908	5862261.49588884	33.03	15.07	1559997.4253908	2286168.24695422	1195804.68037999	5862261.49588884	7361767.7032541	5612616.58660797	Peak Found	High	Peak Found	High	Peak Found	Peak Found	High	High	Peak Found	High	High	High	Peak Found	Peak Found	Peak Found	High	High	High	10
Q949Z2	ath:AT5G26740; Q949Z2	AT5G26740 protein OS=Arabidopsis thaliana OX=3702 GN=At5g26734 PE=1 SV=1	21.548	59	4	4	2.071	1.05	0.0308668224784501	0.00469175701672442	82406484.6524527	39794350.8470082	65.32	17.54	24098682.596458	124021057.934304	82406484.6524527	29947052.9253369	42362857.1313191	39794350.8470082	High	High	High	High	High	High	High	Peak Found	High	Peak Found	Peak Found	Peak Found	High	Peak Found	High	High	Peak Found	High	12
Q9FIP9	ath:AT5G46760; Q8W2F5; Q9FIP9	Transcription factor MYC3 OS=Arabidopsis thaliana OX=3702 GN=MYC3 PE=1 SV=1	37.504	80	10	8	0.388	-1.37	0.0308948591230188	0.00470065281556731	6974383.30867887	17966869.8959906	10.28	28.31	6567295.56240628	6974383.30867887	8000130.03108014	10624996.9987997	17966869.8959906	18686858.8030401	High	High	Peak Found	High	Peak Found	High	Peak Found	Peak Found	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	High	Peak Found	Peak Found	7
Q9FKN7	ath:AT5G17890; Q9FKN7; Q9FKN8	Protein DA1-related 4 OS=Arabidopsis thaliana OX=3702 GN=DAR4 PE=1 SV=2	10.719	50	8	7	2.803	1.49	0.030919363347024	0.00470747306958441	14470120.6560717	5161947.9006605	2.77	37.12	13822660.8939111	14470120.6560717	14539434.1465506	5161947.9006605	4851101.36057832	9091450.79242075	High	High	High	High	High	Peak Found	Peak Found	High	High	High	High	High	High	High	High	Peak Found	High	Peak Found	14
Q9LHL6	A0MEV4; ath:AT3G12060; Q9LHL6	Protein trichome birefringence-like 1 OS=Arabidopsis thaliana OX=3702 GN=TBL1 PE=2 SV=1	16.286	132	6	2	0.265	-1.92	0.0324571568046268	0.00494809355486536	1008822.01641511	3808605.30758478	87.36	29.25	1008822.01641511	924524.477482379	3916050.33813841	3648033.88596597	3808605.30758478	5996241.88963681	Peak Found	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	Peak Found	High	High	High	High	High	High	High	High	High	11
F4IIG3	F4IIG3	Glycosyltransferase OS=Arabidopsis thaliana OX=3702 GN=UGT73B5 PE=1 SV=1	20.984	45	6	3	0.287	-1.8	0.0325509068562729	0.00496564084092443	2125563.63351136	7416604.30624116	4.12	59.05	2079982.08439895	2251361.41439148	2125563.63351136	2387707.30359385	10110151.9388939	7416604.30624116	Not Found	Not Found	Not Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	High	High	Peak Found	Peak Found	Peak Found	High	High	High	6
Q9LIL4	ath:AT3G22845; Q9LIL4	Transmembrane emp24 domain-containing protein p24beta3 OS=Arabidopsis thaliana OX=3702 GN=At3g22845 PE=2 SV=1	23.087	171	3	3	1.927	0.95	0.0326124601144669	0.00497666141346764	160232960.727297	83137700.0283658	22.35	43.26	138872679.907204	213007310.451429	160232960.727297	79957835.3245919	83137700.0283658	162934048.280151	High	High	High	High	High	High	High	High	High	Peak Found	High	High	High	High	High	High	High	High	17
Q0WPR4	ath:AT5G23210; Q0WPR4; Q3E976; Q9FMX9	Serine carboxypeptidase-like 34 OS=Arabidopsis thaliana OX=3702 GN=SCPL34 PE=2 SV=2	128.2	701	17	15	1.935	0.95	0.0328575320388834	0.00501570226573556	143695461.443748	74272611.6853533	19.41	19.31	143695461.443748	189854922.171314	133058598.534857	74272611.6853533	54729833.7384523	80616009.3950815	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q8RWV9	ath:AT5G08450; Q8RWV9	Uncharacterized protein At5g08450 OS=Arabidopsis thaliana OX=3702 GN=HDC1 PE=1 SV=1	78.787	298	21	21	2.316	1.21	0.0331024824296858	0.00505640419113451	40967033.3037398	17691680.0164354	28.42	13.7	40967033.3037398	34247772.7231771	58819533.8241849	19596832.7191658	17691680.0164354	14863072.0509237	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q9LIC6	ath:AT3G13720; Q8L959; Q9LIC6	PRA1 family protein F3 OS=Arabidopsis thaliana OX=3702 GN=PRA1F3 PE=1 SV=1	92.077	308	6	4	2.09	1.06	0.0333659020940736	0.00510159946366362	91651166.1093363	43852652.2696487	21.05	77.91	72177584.641108	91651166.1093363	110708556.48664	43057852.4424809	43852652.2696487	150038684.272817	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q8GWR1	ath:AT3G56900; Q8GWR1; Q9LER8	Aladin OS=Arabidopsis thaliana OX=3702 GN=AAAS PE=1 SV=1	56.314	262	13	13	2.096	1.07	0.0337501215238201	0.00516208108706828	101432159.712854	48381907.9567624	16.26	6.28	75395068.1729455	101623136.98943	101432159.712854	48381907.9567624	44433800.6027702	50307304.5407434	High	High	High	High	High	Peak Found	High	High	High	High	High	High	High	High	High	High	High	High	17
Q8GYC5	Q8GYC5	At1g24268 OS=Arabidopsis thaliana OX=3702 GN=At1g24267 PE=1 SV=1	12.256	14	4	4	5.609	2.49	0.034010238450531	0.00520696750677629	1242432.11755242	221525.733700992	60.14	66.69	1956551.70228637	788958.229379751		221525.733700992	151424.710419571	528067.553637418	High	Peak Found	Peak Found	High	High	Peak Found	High	Peak Found	Not Found	Peak Found	Peak Found	High	Peak Found	Peak Found	High	Peak Found	Peak Found	Peak Found	6
Q9FXT6	ath:AT5G62810; Q8L620; Q8L9N2; Q9FE40; Q9FT86; Q9FXT6	Peroxisomal membrane protein PEX14 OS=Arabidopsis thaliana OX=3702 GN=PEX14 PE=1 SV=2	60.813	225	15	15	2.428	1.28	0.0347742687258443	0.00533263410910823	28640038.5991282	11797388.1471924	17.4	29.75	29336212.1391552	21071714.765494	28640038.5991282	11797388.1471924	11627410.0928224	18998408.6250759	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q93ZR1	ath:AT5G50320; Q93ZR1; Q9FK40	Elongator complex protein 3 OS=Arabidopsis thaliana OX=3702 GN=HAG3 PE=1 SV=1	154.761	910	26	26	0.554	-0.85	0.0352941332859576	0.00541764945939449	80619014.5956774	145502440.928637	11.43	14.67	83571380.7280969	67055887.6842903	80619014.5956774	147507958.704045	145502440.928637	112221799.372244	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q9SGN6	ath:AT1G28380; Q9SGN6	MACPF domain-containing protein NSL1 OS=Arabidopsis thaliana OX=3702 GN=NSL1 PE=2 SV=1	98.552	352	19	18	2.303	1.2	0.0357599937570635	0.00549631104046067	40609319.9708477	17632161.7744729	11.28	7.56	34765688.2675074	43549005.0982828	40609319.9708477	18812376.1153012	16164780.6888377	17632161.7744729	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q9SJA6	ath:AT2G24590; Q9SJA6	Serine/arginine-rich splicing factor RSZ22A OS=Arabidopsis thaliana OX=3702 GN=RSZ22A PE=1 SV=1	46.341	266	5	2	2.805	1.49	0.0374426976590187	0.00577366397902068	15073612.0189312	5374686.91430726	24.38	23.72	13493280.4777109	21146094.1647341	15073612.0189312	5257771.71827882	5374686.91430726	7844428.41638348	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q93XX8	ath:AT2G20490; Q93XX8; Q9SIM0	H/ACA ribonucleoprotein complex subunit 3-like protein OS=Arabidopsis thaliana OX=3702 GN=At2g20490 PE=3 SV=2	60.537	284	5	5	0.493	-1.02	0.0376473047493467	0.00580709675758673	18985068.4069304	38503267.2985841	37.86	43.28	33388617.4160002	17410365.2899604	18985068.4069304	38503267.2985841	33196297.0900059	71285095.1777986	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q8VYI8	Q8VYI8	AT5g40510/MNF13_30 OS=Arabidopsis thaliana OX=3702 GN=MNF13.5 PE=1 SV=1	154.685	682	15	15	0.528	-0.92	0.0378681723093721	0.00584873921318252	55634276.1696357	105322889.299078	37.75	14.11	55634276.1696357	48140516.4922556	94645463.39792	87037176.7114375	105322889.299078	115647479.581748	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q9ZU93	ath:AT2G01650; Q8LGE5; Q9ZU93	Plant UBX domain-containing protein 2 OS=Arabidopsis thaliana OX=3702 GN=PUX2 PE=1 SV=2	17.685	59	4	4	4.836	2.27	0.0382112672008864	0.00590555134589699	3838427.17832546	793726.441739301	47.83	83.12	1374029.3638505	3838427.17832546	3981254.10935593	793726.441739301	400785.508962507	2180852.24191109	High	High	High	High	Peak Found	Peak Found	High	High	High	High	High	Peak Found	High	High	High	High	High	Peak Found	14
Q9FLD3	Q9FLD3	AT5g05210/K2A11_8 OS=Arabidopsis thaliana OX=3702 GN=At5g05210 PE=1 SV=1	37.427	279	12	12	0.456	-1.13	0.0385371871776687	0.00595977599702646	27875518.0930726	61185680.8413433	18.77	16.99	27875518.0930726	26271884.0972316	36835032.4743179	61859023.987524	61185680.8413433	45047635.2627894	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q9FKJ4	ath:AT5G60530; Q9FKJ4	At5g60530/muf9_180 OS=Arabidopsis thaliana OX=3702 GN=MUF9.16 PE=1 SV=1	47.062	299	4	4	0.456	-1.13	0.0385440312053236	0.00596276162746356	26397293.7639151	57888346.9590719	88.61	12	26397293.7639151	102969447.66617	23365332.3012759	47768922.4691241	60265706.8219421	57888346.9590719	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q8W486	A0A1W6AK13; ath:AT1G04910; Q56ZD6; Q8W486; Q9MAT9	O-fucosyltransferase 1 OS=Arabidopsis thaliana OX=3702 GN=OFUT1 PE=2 SV=1	71.109	454	14	14	2.187	1.13	0.0388800654170341	0.00602835414291114	68038537.7991401	31115330.6584047	20.33	69.91	57884793.6870693	68038537.7991401	86259998.2224337	31115330.6584047	25592984.9820744	85590657.8691906	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q9MAC6	ath:AT3G01160; Q9MAC6	Pre-rRNA-processing ESF1-like protein OS=Arabidopsis thaliana OX=3702 GN=At3g01160 PE=1 SV=1	18.862	29	7	7	4.41	2.14	0.0389525993962464	0.00604154816635782	4849999.96463843	1099763.92040401	35.94	14.16	3823484.76898802	4849999.96463843	7593434.95523101	1099763.92040401	1164230.98180825	880993.020078127	High	High	Peak Found	High	Peak Found	Peak Found	High	Peak Found	High	Peak Found	High	High	High	Peak Found	Peak Found	Peak Found	Peak Found	High	9
Q94K78	ath:AT2G40765; Q94K78	Cytochrome b-c1 complex subunit 10, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=UCRY PE=1 SV=1	41.857	191	4	4	2.358	1.24	0.0397001133366666	0.00616344259551749	37420834.0944912	15871478.1869464	21.51	32.97	49929850.2609954	33318640.7791015	37420834.0944912	15871478.1869464	14635687.540594	25946202.1297404	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q9SB41	ath:AT4G25220; Q9SB41	Putative glycerol-3-phosphate transporter 2 OS=Arabidopsis thaliana OX=3702 GN=At4g25220 PE=2 SV=1	45.772	67	8	7	2.508	1.33	0.039768635769091	0.00617805756672829	23165163.8048192	9236560.82930552	44.01	39.68	10521415.840005	28090467.7211842	23165163.8048192	9368493.09452819	9236560.82930552	4101811.70294728	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	High	High	High	High	Peak Found	High	Peak Found	High	High	High	High	High	11
Q9LNK1	ath:AT1G01200; Q9LNK1	Ras-related protein RABA3 OS=Arabidopsis thaliana OX=3702 GN=RABA3 PE=2 SV=1	33.13	248	8	5	3.4	1.77	0.0401108995577737	0.00623523933625592	10190857.9059189	2997650.45450419	31.33	12.31	10190857.9059189	6268738.92721136	12130208.9709678	2645873.58671458	2997650.45450419	3386357.03364003	High	High	High	High	Peak Found	High	High	Peak Found	High	High	Peak Found	High	High	Peak Found	High	Peak Found	High	High	13
Q6NQ66	ath:AT2G46750; O81031; Q0WNK2; Q6NQ66	L-gulonolactone oxidase 2 OS=Arabidopsis thaliana OX=3702 GN=GULLO2 PE=1 SV=1	52.711	79	11	8	0.361	-1.47	0.0417151257161544	0.00651173112429171	3938651.28201983	10916825.8450818	26.46	34.75	3938651.28201983	4515098.56120104	2611582.72159564	16024589.9695023	10916825.8450818	8025900.40061656	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	Peak Found	High	High	High	Peak Found	Peak Found	Peak Found	High	High	Peak Found	6
Q6DBG8	ath:AT2G35100; O82181; Q6DBG8	Probable arabinosyltransferase ARAD1 OS=Arabidopsis thaliana OX=3702 GN=ARAD1 PE=1 SV=1	88.245	367	19	19	2.251	1.17	0.0418439261809889	0.00653392907316142	60362811.0624581	26818441.4632192	28.51	24.82	43602214.4847808	78229264.8792773	60362811.0624581	26818441.4632192	23008725.414693	36894005.8750935	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q8GYF7	ath:AT1G24310; O48698; Q8GYF7	Nuclear pore complex protein NUP54 OS=Arabidopsis thaliana OX=3702 GN=NUP54 PE=1 SV=1	48.788	161	11	11	0.456	-1.13	0.0421616628047829	0.00658775981324733	11292707.8388997	24743229.515478	32.79	24.2	11181393.5922043	19109829.9801604	11292707.8388997	16030916.1592446	24743229.515478	25832531.2718744	High	Peak Found	High	High	High	Peak Found	High	High	High	High	High	High	Peak Found	High	High	High	High	High	15
O82381	ath:AT2G29750; O82381	Flavonol 3-O-glucosyltransferase UGT71C1 OS=Arabidopsis thaliana OX=3702 GN=UGT71C1 PE=1 SV=1	82.035	466	14	13	2.298	1.2	0.0422983761624505	0.00661123619419102	46112564.3092424	20064412.338051	26.39	28.39	28475270.7308592	46112564.3092424	48053990.201672	30644578.9985964	20064412.338051	18630165.4814971	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q94AW9	Q94AW9	Ribosomal RNA-processing protein 40 OS=Arabidopsis thaliana OX=3702 GN=At2g25355 PE=1 SV=1	35.917	85	8	8	0.464	-1.11	0.0424889526076219	0.00664527218783206	27802064.7910073	59976617.0878149	31.4	41.57	38747850.1428581	20631349.00939	27802064.7910073	90609601.9693142	59976617.0878149	38476999.342412	High	High	Peak Found	Peak Found	High	Peak Found	High	Peak Found	High	High	Peak Found	High	High	High	High	High	Peak Found	High	12
F4K725	ath:AT5G28220; F4K725	ER membrane protein complex subunit 2 OS=Arabidopsis thaliana OX=3702 GN=At5g28220 PE=1 SV=1	42.05	179	7	6	3.237	1.69	0.0427349564263998	0.00668588393291025	10571098.8112967	3266193.78226277	29	76.76	6341752.45732971	11489213.2649333	10571098.8112967	3266193.78226277	2360047.46881132	9446270.40337525	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q9SV21	ath:AT4G31480; Q9SV21	Coatomer subunit beta-1 OS=Arabidopsis thaliana OX=3702 GN=At4g31480 PE=3 SV=2	479.213	2051	44	3	0.477	-1.07	0.0430981332631624	0.00674916766901124	13813562.850599	28929982.5771781	21.56	25.59	9534710.62324486	14602329.2842643	13813562.850599	33650891.8701597	28929982.5771781	19821296.1856103	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q9LFE4	ath:AT5G16730; Q56Y73; Q9LFE4	WEB family protein At5g16730, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=At5g16730 PE=1 SV=1	69.751	202	18	17	2.362	1.24	0.04320980189515	0.00676881546687524	28525904.9020262	12074712.7465787	39.19	28.91	12868217.5640894	29098404.5308354	28525904.9020262	8278538.35194252	15095170.812174	12074712.7465787	High	High	High	Peak Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	17
Q9LR53	Q9LR53	F21B7.34 OS=Arabidopsis thaliana OX=3702 GN=At1g03740 PE=1 SV=1	29.984	97	7	5	3.537	1.82	0.0438859122779136	0.00688350534079074	9753418.21664541	2757282.77493624	18.05	40.73	13030063.8764137	9753418.21664541	9570212.77638413	2757282.77493624	4064800.68628733	1744924.58199474	High	Peak Found	Peak Found	High	Peak Found	High	High	Peak Found	High	High	High	High	High	High	High	High	High	High	14
Q9C9X1	ath:AT1G68070; Q9C9X1	At1g68070 OS=Arabidopsis thaliana OX=3702 GN=At1g68070 PE=1 SV=1	53.161	277	8	8	2.44	1.29	0.0438859122779136	0.00688031561135927	23913506.0191357	9800540.74357503	4.33	29.77	25747620.9190245	23913506.0191357	23903452.7246224	7496263.04500393	9800540.74357503	13563758.0568408	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
