Accession	Description	MW [kDa]	calc. pI
F4K7R6	Proline-rich family protein OS=Arabidopsis thaliana OX=3702 GN=ELF5 PE=1 SV=1	58	9.64
O64758	Vacuolar-sorting receptor 5 OS=Arabidopsis thaliana OX=3702 GN=VSR5 PE=2 SV=1	69.2	5.83
Q9SJZ5	Putative Ras-related protein RABA4e OS=Arabidopsis thaliana OX=3702 GN=RABA4E PE=5 SV=1	19.9	5.66
Q9FLE4	Translation factor GUF1 homolog, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=At5g39900 PE=2 SV=1	73.5	7.3
Q94BR5	Helicase-like transcription factor CHR28 OS=Arabidopsis thaliana OX=3702 GN=CHR28 PE=1 SV=1	108	7.25
P57750	Phosphoacetylglucosamine mutase OS=Arabidopsis thaliana OX=3702 GN=DRT101 PE=1 SV=1	60.4	5.26
Q8GYC1	Protein indeterminate-domain 4, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=IDD4 PE=1 SV=1	55.8	9.23
Q9LSS0	L-type lectin-domain containing receptor kinase I.7 OS=Arabidopsis thaliana OX=3702 GN=LECRK17 PE=2 SV=1	73.9	8.63
A0JQ16	AT1G67060 protein OS=Arabidopsis thaliana OX=3702 GN=At1g67060 PE=1 SV=1	25.8	7.15
Q9SJU4	Fructose-bisphosphate aldolase 1, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=FBA1 PE=1 SV=2	42.9	6.58
F4JHW1	Phenazine biosynthesis PhzC/PhzF protein OS=Arabidopsis thaliana OX=3702 GN=At4g02860 PE=1 SV=1	34.3	6.1
F4JCI4	Alpha-galactosidase OS=Arabidopsis thaliana OX=3702 GN=At3g26380 PE=1 SV=1	72.3	8.75
F4K536	Auxin response factor OS=Arabidopsis thaliana OX=3702 GN=ARF2 PE=1 SV=1	95.3	6.62
F4JSQ2	UDP-N-acetylglucosamine (UAA) transporter family OS=Arabidopsis thaliana OX=3702 GN=UTr7 PE=4 SV=1	34	8.97
Q8LDS7	Endoplasmic reticulum transmembrane protein OS=Arabidopsis thaliana OX=3702 GN=At1g48440 PE=1 SV=1	15	8.54
Q8LG92	LS1-like protein OS=Arabidopsis thaliana OX=3702 GN=At3g51660 PE=1 SV=1	12.2	8.75
Q9M667	Disease resistance protein RPP13 OS=Arabidopsis thaliana OX=3702 GN=RPP13 PE=2 SV=2	97.2	6.54
Q9FHN6	Monocopper oxidase-like protein SKS2 OS=Arabidopsis thaliana OX=3702 GN=SKS2 PE=2 SV=1	66.4	6.32
Q9SJU0	Kinesin-like protein KIN-7M, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=KIN7M PE=2 SV=2	117	6.24
Q7XA72	ABC transporter G family member 21 OS=Arabidopsis thaliana OX=3702 GN=ABCG21 PE=2 SV=2	75.2	9.1
Q9LHP4	LRR receptor-like serine/threonine-protein kinase RGI1 OS=Arabidopsis thaliana OX=3702 GN=RGI1 PE=1 SV=1	124.4	5.45
P56763	DNA-directed RNA polymerase subunit beta' OS=Arabidopsis thaliana OX=3702 GN=rpoC1 PE=3 SV=1	78.5	8.48
Q9SCS8	RPW8-like protein 2 OS=Arabidopsis thaliana OX=3702 GN=HR2 PE=2 SV=1	23.4	8.5
Q9C932	NAC domain-containing protein 19 OS=Arabidopsis thaliana OX=3702 GN=NAC019 PE=1 SV=1	35.8	6.44
Q8W491	UDP-glycosyltransferase 73B3 OS=Arabidopsis thaliana OX=3702 GN=UGT73B3 PE=2 SV=1	54.6	5.72
F4KID5	AAA-ATPase At5g17750 OS=Arabidopsis thaliana OX=3702 GN=At5g17750 PE=3 SV=1	44.5	9
P16180	30S ribosomal protein S17, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=RPS17 PE=1 SV=1	16.3	10.56
Q8S8A2	At2g05755 OS=Arabidopsis thaliana OX=3702 GN=At2g05755 PE=1 SV=1	43.6	7.31
Q9M900	Cysteine/Histidine-rich C1 domain family protein OS=Arabidopsis thaliana OX=3702 GN=F17A9.14 PE=4 SV=1	62.1	6.37
O64642	UTP:RNA uridylyltransferase 1 OS=Arabidopsis thaliana OX=3702 GN=URT1 PE=1 SV=2	85.7	6.92
F4J361	Disease resistance protein (TIR-NBS-LRR class) family OS=Arabidopsis thaliana OX=3702 GN=At3g44670 PE=4 SV=1	139	6.74
Q9FK10	Probable inactive receptor kinase At5g53320 OS=Arabidopsis thaliana OX=3702 GN=At5g53320 PE=1 SV=1	66.8	7.97
F4HX35	Autophagy-related protein OS=Arabidopsis thaliana OX=3702 GN=ATG8C PE=1 SV=2	10.9	10.05
Q9FKY4	Protein PIN-LIKES 7 OS=Arabidopsis thaliana OX=3702 GN=PILS7 PE=2 SV=1	43	6.89
P92962	Proline transporter 2 OS=Arabidopsis thaliana OX=3702 GN=PROT2 PE=1 SV=1	48.1	9.13
Q8W034	Heterogeneous nuclear ribonucleoprotein 1 OS=Arabidopsis thaliana OX=3702 GN=RNP1 PE=1 SV=1	42.3	5.9
Q8H1E3	Probable serine/threonine-protein kinase PBL17 OS=Arabidopsis thaliana OX=3702 GN=PBL17 PE=1 SV=1	49.2	8.27
Q84W40	RING-H2 finger protein ATL11 OS=Arabidopsis thaliana OX=3702 GN=ATL11 PE=2 SV=2	44.6	8.21
Q9LJY1	ARM repeat superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At3g20170 PE=1 SV=1	52.1	5.67
F4JHN2	Protein IQ-DOMAIN 17 OS=Arabidopsis thaliana OX=3702 GN=IQD17 PE=1 SV=1	60	10.32
Q9S750	Thymidine kinase a OS=Arabidopsis thaliana OX=3702 GN=TK1A PE=1 SV=1	26.1	6.98
Q9LII1	Nucleic acid-binding, OB-fold-like protein OS=Arabidopsis thaliana OX=3702 GN=At3g18580 PE=1 SV=1	24.2	9.26
Q9LZV9	Non-specific lipid-transfer protein 10 OS=Arabidopsis thaliana OX=3702 GN=LTP10 PE=3 SV=1	12.3	9.13
F4JT33	Histone H2A OS=Arabidopsis thaliana OX=3702 GN=HTA4 PE=3 SV=1	13.8	9.11
Q9FI09	Transmembrane protein OS=Arabidopsis thaliana OX=3702 GN=MGN6.1 PE=4 SV=1	28	6.93
Q94K73	Phenylalanine--tRNA ligase, chloroplastic/mitochondrial OS=Arabidopsis thaliana OX=3702 GN=At3g58140 PE=1 SV=1	49.2	6.4
Q9CAR0	NAC transcription factor 32 OS=Arabidopsis thaliana OX=3702 GN=NAC032 PE=2 SV=1	28.7	8.48
Q8RX67	Protein NRT1/ PTR FAMILY 5.11 OS=Arabidopsis thaliana OX=3702 GN=NPF5.11 PE=2 SV=1	60	7.4
Q9SA89	Berberine bridge enzyme-like 12 OS=Arabidopsis thaliana OX=3702 GN=At1g30740 PE=2 SV=1	59.8	8.6
Q9FIH3	At5g42440 OS=Arabidopsis thaliana OX=3702 GN=MDH9.13 PE=1 SV=1	40.5	5.38
O22244	Pectinesterase inhibitor 6 OS=Arabidopsis thaliana OX=3702 GN=PMEI6 PE=2 SV=1	23.2	9.44
O80562	Probable thiol methyltransferase 1 OS=Arabidopsis thaliana OX=3702 GN=HOL2 PE=1 SV=1	25.1	4.84
A0A1P8AS28	Evolutionarily conserved C-terminal region 4 OS=Arabidopsis thaliana OX=3702 GN=ECT4 PE=1 SV=1	65.2	7.09
Q9LSJ8	ABC transporter B family member 16 OS=Arabidopsis thaliana OX=3702 GN=ABCB16 PE=2 SV=1	135.8	8.09
Q9LU04	Cytochrome P450, family 706, subfamily A, polypeptide 3 OS=Arabidopsis thaliana OX=3702 GN=CYP706A3 PE=1 SV=1	59.3	8.59
Q9T009	Long chain acyl-CoA synthetase 5 OS=Arabidopsis thaliana OX=3702 GN=LACS5 PE=2 SV=1	74	6.99
A0A1P8B5S3	Pleiotropic drug resistance 2 OS=Arabidopsis thaliana OX=3702 GN=ABCG30 PE=3 SV=1	148.8	8.6
Q9LS03	Allene oxide cyclase 1, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=AOC1 PE=1 SV=1	27.8	9.09
Q7X6P3	Protein root UVB sensitive 1, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=RUS1 PE=1 SV=1	66.3	6.84
Q0WMT6	ARM-repeat/Tetratricopeptide repeat (TPR)-like protein OS=Arabidopsis thaliana OX=3702 GN=At5g10200 PE=1 SV=1	71.2	5.76
Q9LIB9	Beta-fructofuranosidase, insoluble isoenzyme CWINV5 OS=Arabidopsis thaliana OX=3702 GN=CWINV5 PE=2 SV=2	64.6	8.87
Q8S8S9	Methylesterase 1 OS=Arabidopsis thaliana OX=3702 GN=MES1 PE=1 SV=1	29.7	5.1
Q9C9B4	AT1G73930 protein OS=Arabidopsis thaliana OX=3702 GN=At1g73930 PE=1 SV=1	70.3	8.1
F4J750	Eukaryotic aspartyl protease family protein OS=Arabidopsis thaliana OX=3702 GN=At3g59080 PE=1 SV=1	55.3	5.5
Q9M1Z3	Sm-like protein LSM6A OS=Arabidopsis thaliana OX=3702 GN=LSM6A PE=1 SV=1	9.9	6.64
F4HYH6	Vacuolar protein sorting-associated protein 26 OS=Arabidopsis thaliana OX=3702 GN=At1g48550 PE=1 SV=1	36	8.85
Q9LH83	AAA-ATPase At3g28520 OS=Arabidopsis thaliana OX=3702 GN=At3g28520 PE=3 SV=1	57.1	6.51
A0A1I9LP34	U6 snRNA-associated Sm-like protein LSm1 OS=Arabidopsis thaliana OX=3702 GN=LSM1B PE=1 SV=1	11	7.14
Q93VJ2	Serine/threonine-protein kinase/endoribonuclease IRE1b OS=Arabidopsis thaliana OX=3702 GN=IRE1B PE=2 SV=1	99.6	7.2
Q9M9G1	F14O23.23 protein OS=Arabidopsis thaliana OX=3702 GN=At1g71850 PE=1 SV=1	53.8	9.13
Q9LUZ4	Zinc finger CCCH domain-containing protein 66 OS=Arabidopsis thaliana OX=3702 GN=At5g58620 PE=2 SV=1	66.4	5.54
Q94C50	Transmembrane protein, putative (DUF1218) OS=Arabidopsis thaliana OX=3702 GN=MKP11.6 PE=1 SV=1	22.9	8.31
Q9FRS6	Leucine-rich repeat receptor-like protein kinase PXL1 OS=Arabidopsis thaliana OX=3702 GN=PXL1 PE=1 SV=1	113.7	6.51
F4JXC2	Nucleic acid-binding protein OS=Arabidopsis thaliana OX=3702 GN=MGN6.19 PE=1 SV=1	41.8	9.69
Q9SUM4	VIN3-like protein 2 OS=Arabidopsis thaliana OX=3702 GN=VIL2 PE=1 SV=1	78.7	6.24
Q9FF81	Vacuolar protein sorting-associated protein 36 OS=Arabidopsis thaliana OX=3702 GN=VPS36 PE=1 SV=1	49	5.77
F4IIN3	Inositol-3-phosphate synthase OS=Arabidopsis thaliana OX=3702 GN=MIPS2 PE=1 SV=1	41.8	5.3
Q9SJX7	Protein root UVB sensitive 2, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=RUS2 PE=1 SV=2	48.2	7.9
A0A1P8AYP0	Stomatal closure actin-binding-like protein OS=Arabidopsis thaliana OX=3702 GN=At2g40820 PE=1 SV=1	42.4	9.29
Q9FL16	Peroxidase 63 OS=Arabidopsis thaliana OX=3702 GN=PER63 PE=2 SV=1	36.1	8.06
Q9ZU46	Receptor protein kinase-like protein ZAR1 OS=Arabidopsis thaliana OX=3702 GN=ZAR1 PE=1 SV=1	78.3	6.11
A0A1I9LPI4	Sodium Bile acid symporter family OS=Arabidopsis thaliana OX=3702 GN=At3g56160 PE=1 SV=1	33.8	9.57
Q8L748	Nuclear pore complex protein NUP107 OS=Arabidopsis thaliana OX=3702 GN=NUP107 PE=1 SV=1	125.2	5.08
Q6NPQ1	Tubby-like F-box protein 11 OS=Arabidopsis thaliana OX=3702 GN=TULP11 PE=2 SV=1	43	9.5
F4JXH8	RNA binding (RRM/RBD/RNP motifs) family protein OS=Arabidopsis thaliana OX=3702 GN=At5g60170 PE=1 SV=1	107.9	6.32
Q8GY58	Endoglucanase 23 OS=Arabidopsis thaliana OX=3702 GN=At4g39000 PE=2 SV=2	54.7	7.52
Q9FL96	Protein DSS1 HOMOLOG ON CHROMOSOME V OS=Arabidopsis thaliana OX=3702 GN=DSS1(V) PE=1 SV=1	8.7	4.07
Q84M89	Alpha-glucosidase 2 OS=Arabidopsis thaliana OX=3702 GN=GCS2 PE=2 SV=1	90.6	5.86
A0A1I9LLB0	Tobamovirus multiplication protein OS=Arabidopsis thaliana OX=3702 GN=Cand3 PE=1 SV=1	34	8.62
Q9SY70	At1g10280 OS=Arabidopsis thaliana OX=3702 GN=At1g10280 PE=1 SV=1	47.2	7.02
O76013	Keratin, type I cuticular Ha6 (Contact-Cont) OS=Homo sapiens GN=KRT36 PE=2 SV=1	52.2	4.94
Q9XEE4	Hypothetical Ser-Thr protein kinase OS=Arabidopsis thaliana OX=3702 GN=T07M07.1 PE=1 SV=1	64.9	4.63
F4JN22	Protein kinase superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At4g35500 PE=1 SV=1	49.4	7.05
Q8L4Q6	Neurofilament light protein OS=Arabidopsis thaliana OX=3702 GN=At5g25070 PE=1 SV=1	82.1	4.7
Q8L517	AFG1-like ATPase family protein OS=Arabidopsis thaliana OX=3702 GN=At4g30490 PE=1 SV=1	56.5	8.38
A0A1P8B0L2	Zinc finger C3H1 domain protein OS=Arabidopsis thaliana OX=3702 GN=At2g39580 PE=1 SV=1	177.1	6.74
Q9LIC9	Kinase with adenine nucleotide alpha hydrolases-like domain-containing protein OS=Arabidopsis thaliana OX=3702 GN=At3g13690 PE=1 SV=1	83.2	7.15
Q9FNQ2	PLASMODESMATA CALLOSE-BINDING PROTEIN 1 OS=Arabidopsis thaliana OX=3702 GN=PDCB1 PE=1 SV=1	20.4	7.5
F4J4N3	Dirigent protein 17 OS=Arabidopsis thaliana OX=3702 GN=DIR17 PE=2 SV=1	29.9	5.02
P47924	Bifunctional riboflavin biosynthesis protein RIBA 1, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=RIBA1 PE=1 SV=2	59	5.87
Q94AU5	Transmembrane protein OS=Arabidopsis thaliana OX=3702 GN=At5g19570 PE=1 SV=1	15	8.88
Q9LZP5	DNA mismatch repair protein OS=Arabidopsis thaliana OX=3702 GN=T12C14_150 PE=1 SV=1	8.4	8.5
F4I2E4	RNA-binding (RRM/RBD/RNP motifs) family protein OS=Arabidopsis thaliana OX=3702 GN=At1g76460 PE=1 SV=1	30.9	8.34
Q8H106	Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and protein-tyrosine-phosphatase PTEN2B OS=Arabidopsis thaliana OX=3702 GN=PTEN2B PE=2 SV=1	70	5.31
Q8VXY1	Glycine-rich protein OS=Arabidopsis thaliana OX=3702 GN=At5g28630 PE=1 SV=1	16	5.07
Q0WPX7	BAG family molecular chaperone regulator 2 OS=Arabidopsis thaliana OX=3702 GN=BAG2 PE=1 SV=1	32.2	9.51
F4JWB3	Phosphatidylinositol-3-phosphatase myotubularin-2 OS=Arabidopsis thaliana OX=3702 GN=MTM2 PE=1 SV=1	92.5	6.84
Q8H184	Probable sugar phosphate/phosphate translocator At1g06470 OS=Arabidopsis thaliana OX=3702 GN=At1g06470 PE=2 SV=1	46.4	5.1
A0A1P8AWZ1	Terpene cyclase/mutase family member OS=Arabidopsis thaliana OX=3702 GN=BAS PE=1 SV=1	88	6.81
Q2HIK4	At1g29990 OS=Arabidopsis thaliana OX=3702 GN=PFD6 PE=1 SV=1	14.8	9.09
Q5PNS9	Probable protein phosphatase 2C 64 OS=Arabidopsis thaliana OX=3702 GN=At4g38520 PE=2 SV=1	44.1	7.84
Q9STF7	Subtilisin-like protease SBT4.6 OS=Arabidopsis thaliana OX=3702 GN=SBT4.6 PE=3 SV=1	78.8	9.11
Q9FK88	Alkaline/neutral invertase E, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=INVE PE=1 SV=1	69.2	6.24
Q9LZ83	AT5G04420 protein OS=Arabidopsis thaliana OX=3702 GN=T32M21_20 PE=1 SV=1	56.6	6.01
Q8L9X5	At4g14615 OS=Arabidopsis thaliana OX=3702 GN=At4g14615 PE=1 SV=1	8.6	9.82
Q9LK22	Plant UBX domain-containing protein 1 OS=Arabidopsis thaliana OX=3702 GN=PUX1 PE=1 SV=1	28.5	6.73
Q8VZS8	Abscisic acid receptor PYL1 OS=Arabidopsis thaliana OX=3702 GN=PYL1 PE=1 SV=1	25.3	5.48
P34791	Peptidyl-prolyl cis-trans isomerase CYP20-3, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=CYP20-3 PE=1 SV=1	28.2	8.59
O23680	Translocase of chloroplast 33, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=TOC33 PE=1 SV=1	32.9	9.06
F4JVE9	Disease resistance protein (TIR-NBS-LRR class) family OS=Arabidopsis thaliana OX=3702 GN=At4g14370 PE=1 SV=1	115.1	6.43
Q9LT77	Probable cysteine protease RDL2 OS=Arabidopsis thaliana OX=3702 GN=RDL2 PE=2 SV=1	40.3	4.89
Q9LX07	Annexin D7 OS=Arabidopsis thaliana OX=3702 GN=ANNAT7 PE=2 SV=1	36.5	6.9
O64753	CTP synthase OS=Arabidopsis thaliana OX=3702 GN=At2g34890 PE=1 SV=1	66.3	6.37
A0A1P8BDX3	Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=At5g23490 PE=1 SV=1	82	5.14
Q9SRV1	BTB/POZ and MATH domain-containing protein 4 OS=Arabidopsis thaliana OX=3702 GN=BPM4 PE=1 SV=1	51	5.34
A0A1P8B7U8	Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein OS=Arabidopsis thaliana OX=3702 GN=At4g03340 PE=1 SV=1	49.1	8.12
Q6NPD8	Reticulon-like protein B10 OS=Arabidopsis thaliana OX=3702 GN=RTNLB10 PE=2 SV=1	23.5	9.74
Q9FKC8	Probable S-adenosylmethionine-dependent methyltransferase At5g37990 OS=Arabidopsis thaliana OX=3702 GN=At5g37990 PE=3 SV=2	41	6.84
Q9C6S1	Formin-like protein 14 OS=Arabidopsis thaliana OX=3702 GN=FH14 PE=3 SV=3	135.4	6.96
Q9SQZ9	PITH domain-containing protein At3g04780 OS=Arabidopsis thaliana OX=3702 GN=At3g04780 PE=1 SV=2	19.7	5.03
Q6NKZ8	Cytochrome P450 714A2 OS=Arabidopsis thaliana OX=3702 GN=CYP714A2 PE=2 SV=1	59.3	8.48
Q9XIP8	Protein CDI OS=Arabidopsis thaliana OX=3702 GN=CDI PE=2 SV=1	30.2	5.67
Q9SJD5	At2g04340 OS=Arabidopsis thaliana OX=3702 GN=At2g04340 PE=2 SV=2	20.1	10.1
Q9T0J6	tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like OS=Arabidopsis thaliana OX=3702 GN=At4g38890 PE=1 SV=2	77.5	6.51
Q8VZK6	Uncharacterized protein At5g49220 OS=Arabidopsis thaliana OX=3702 GN=At5g49220 PE=1 SV=1	45.8	7.09
Q8W4E1	DEAD-box ATP-dependent RNA helicase 47, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=RH47 PE=1 SV=2	60.7	9.22
F4JLN1	Cysteine/Histidine-rich C1 domain family protein OS=Arabidopsis thaliana OX=3702 GN=At4g10370 PE=4 SV=1	79.3	6.7
Q9FIK7	Probable acetyl-CoA acetyltransferase, cytosolic 2 OS=Arabidopsis thaliana OX=3702 GN=At5g47720 PE=2 SV=1	43.3	6.43
Q8LER3	Probable xyloglucan endotransglucosylase/hydrolase protein 7 OS=Arabidopsis thaliana OX=3702 GN=XTH7 PE=2 SV=2	33.7	7.4
Q9M0G0	Glutathione hydrolase 3 OS=Arabidopsis thaliana OX=3702 GN=GGT3 PE=2 SV=1	69.1	6.21
P43254	E3 ubiquitin-protein ligase COP1 OS=Arabidopsis thaliana OX=3702 GN=COP1 PE=1 SV=2	76.1	6.84
Q9SKZ7	Acyl-CoA N-acyltransferases (NAT) superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At2g32020 PE=1 SV=1	21	5.1
O23339	At4g14840 OS=Arabidopsis thaliana OX=3702 GN=dl3460c PE=1 SV=1	62.5	5.3
Q9FLU1	DNA-binding protein BIN4 OS=Arabidopsis thaliana OX=3702 GN=BIN4 PE=1 SV=2	49.5	5.26
Q9FJP3	50S ribosomal protein L29, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=RPL29 PE=1 SV=1	19.4	10.51
Q8L610	RING/U-box superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At5g01960 PE=1 SV=1	47.8	7.91
Q9XI46	Cytochrome c-type biogenesis CcmH-like mitochondrial protein OS=Arabidopsis thaliana OX=3702 GN=CCMH PE=1 SV=1	17.9	9.1
F4IGQ3	Ubiquitin carboxyl-terminal hydrolase-related protein OS=Arabidopsis thaliana OX=3702 GN=At2g27650 PE=4 SV=1	127.3	6.52
P93748	Putative E3 ubiquitin-protein ligase SINAT1 OS=Arabidopsis thaliana OX=3702 GN=SINAT1 PE=1 SV=1	34.5	7.71
F4K6N3	Amidase family protein OS=Arabidopsis thaliana OX=3702 GN=At5g07360 PE=1 SV=1	72.9	7.81
Q9LL84	DNA ligase 4 OS=Arabidopsis thaliana OX=3702 GN=LIG4 PE=1 SV=1	137.8	8.03
A0A1P8AYW1	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At2g17970 PE=1 SV=1	37.5	5.54
A0A1P8AY96	GDSL-like Lipase/Acylhydrolase superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At2g19050 PE=3 SV=1	31.1	8.75
Q9M4B5	Probable prefoldin subunit 4 OS=Arabidopsis thaliana OX=3702 GN=AIP3 PE=1 SV=3	14.9	4.6
Q9C5P6	Calcineurin B-like protein 6 OS=Arabidopsis thaliana OX=3702 GN=CBL6 PE=1 SV=2	26	5.86
Q8GVE5	Tubby-like F-box protein 2 OS=Arabidopsis thaliana OX=3702 GN=TULP2 PE=2 SV=1	43.9	8.87
O23176	Pyridoxal phosphate (PLP)-dependent transferases superfamily protein OS=Arabidopsis thaliana OX=3702 GN=C7A10.260 PE=1 SV=2	100.7	6.35
Q9MAQ7	Location of EST 206I21T7, gb|N37185 OS=Arabidopsis thaliana OX=3702 GN=F9L11.1 PE=1 SV=1	117.5	7.85
A0A1P8BE60	ERECTA-like 2 OS=Arabidopsis thaliana OX=3702 GN=ERL2 PE=4 SV=1	96.1	6.96
Q8VZE2	Protein NRT1/ PTR FAMILY 5.14 OS=Arabidopsis thaliana OX=3702 GN=NPF5.14 PE=2 SV=2	61.9	7.01
Q9LXU9	IRK-interacting protein OS=Arabidopsis thaliana OX=3702 GN=IRKI PE=1 SV=1	63.3	8.21
Q9LPF0	Probable transcription factor At1g44810 OS=Arabidopsis thaliana OX=3702 GN=At1g44810 PE=1 SV=1	32.9	5.49
Q9FZC6	Berberine bridge enzyme-like 5 OS=Arabidopsis thaliana OX=3702 GN=FOX3 PE=3 SV=1	58.7	9.28
O64842	Probable serine/threonine-protein kinase PBL12 OS=Arabidopsis thaliana OX=3702 GN=PBL12 PE=2 SV=1	48.1	9.5
Q39214	Disease resistance protein RPM1 OS=Arabidopsis thaliana OX=3702 GN=RPM1 PE=1 SV=1	106.8	8.37
Q9FGE9	Protein trichome birefringence-like 12 OS=Arabidopsis thaliana OX=3702 GN=TBL12 PE=2 SV=1	47.1	9.13
Q9SJ54	NDR1/HIN1-like protein 12 OS=Arabidopsis thaliana OX=3702 GN=NHL12 PE=2 SV=1	23.2	9.76
O82330	Cytosolic sulfotransferase 10 OS=Arabidopsis thaliana OX=3702 GN=SOT10 PE=1 SV=1	38.9	6.34
Q9SKX4	50S ribosomal protein L3-1, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=RPL3A PE=2 SV=1	29.3	10.43
F4JJT9	Aspartate--tRNA ligase, chloroplastic/mitochondrial OS=Arabidopsis thaliana OX=3702 GN=At4g33760 PE=2 SV=1	74.5	7.18
P11829	Acyl carrier protein 1, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=ACP1 PE=1 SV=1	15	7.14
Q84K38	Transmembrane protein OS=Arabidopsis thaliana OX=3702 GN=MNF13.19 PE=1 SV=1	64.6	7.59
Q9FXB6	GDSL esterase/lipase LIP-4 OS=Arabidopsis thaliana OX=3702 GN=LIP4 PE=2 SV=1	41.5	9.36
A0A1P8BHH8	Subtilase family protein OS=Arabidopsis thaliana OX=3702 GN=MFC16.21 PE=1 SV=1	93.4	7.8
Q6ICW8	At4g25180 OS=Arabidopsis thaliana OX=3702 GN=At4g25180 PE=1 SV=1	34.2	5.53
A0A1I9LMQ8	Cysteine protease OS=Arabidopsis thaliana OX=3702 GN=At3g59950 PE=1 SV=1	42.9	5.49
Q9FY77	RNA polymerase III RPC4 OS=Arabidopsis thaliana OX=3702 GN=At5g09380 PE=1 SV=1	30.4	7.9
Q9SD80	Mitochondrial import receptor subunit TOM5 homolog OS=Arabidopsis thaliana OX=3702 GN=TOM5 PE=1 SV=3	6.1	8.63
A0A1P8B2Z4	Fucosyltransferase OS=Arabidopsis thaliana OX=3702 GN=FUT2 PE=1 SV=1	65.1	7.68
A0A1P8BCN7	Basic helix-loop-helix (BHLH) DNA-binding superfamily protein OS=Arabidopsis thaliana OX=3702 GN=MIO24.9 PE=4 SV=1	22.7	8.72
Q9FIW4	Beta-glucosidase 42 OS=Arabidopsis thaliana OX=3702 GN=BGLU42 PE=2 SV=1	56	5.63
O22146	Myosin-4 protein (DUF641) OS=Arabidopsis thaliana OX=3702 GN=At2g45260 PE=1 SV=1	48.1	6.39
Q67ZM7	Farnesol kinase, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=FOLK PE=1 SV=2	33.2	8.87
Q9SZR9	ABC transporter G family member 9 OS=Arabidopsis thaliana OX=3702 GN=ABCG9 PE=1 SV=2	70.7	9.19
Q39147	DNA-3-methyladenine glycosylase OS=Arabidopsis thaliana OX=3702 GN=MAG PE=2 SV=1	28.1	9.33
Q9C8I1	Ubiquitin-conjugating enzyme family protein OS=Arabidopsis thaliana OX=3702 GN=At1g51730 PE=1 SV=1	28.7	4.22
A0A1P8B833	GPCR-type G protein 2 OS=Arabidopsis thaliana OX=3702 GN=GTG2 PE=1 SV=1	32.4	8.03
Q84K51	At1g77770 OS=Arabidopsis thaliana OX=3702 GN=At1g77770 PE=1 SV=1	30	8.51
A0A1P8B033	Plant regulator RWP-RK family protein OS=Arabidopsis thaliana OX=3702 GN=NIN-like protein 1 PE=1 SV=1	72.2	6.25
F4J099	RNA recognition motif XS domain protein OS=Arabidopsis thaliana OX=3702 GN=MCB17.18 PE=1 SV=1	57	9.69
A0A1P8B441	Senescence/dehydration-associated protein-like protein OS=Arabidopsis thaliana OX=3702 GN=At4g15450 PE=1 SV=1	40.2	7.85
F4KHL6	Heavy metal-associated isoprenylated plant protein 10 OS=Arabidopsis thaliana OX=3702 GN=HIPP10 PE=3 SV=1	12.6	9.47
Q9FHB6	Protein DETOXIFICATION 16 OS=Arabidopsis thaliana OX=3702 GN=DTX16 PE=2 SV=1	52.4	8.03
F4I8V6	Protein kinase superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At1g11390 PE=1 SV=1	70.5	9.76
Q8GX78	Ascorbate transporter, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=PHT4;4 PE=1 SV=1	59.6	9.1
Q9LEX2	Cytochrome P450 monooxygenase-like protein OS=Arabidopsis thaliana OX=3702 GN=T27I15_130 PE=1 SV=1	56.5	9.2
Q9SHP5	At1g28540 OS=Arabidopsis thaliana OX=3702 GN=At1g28540 PE=1 SV=1	11.5	9.48
Q66GP5	TBCC domain-containing protein 1 OS=Arabidopsis thaliana OX=3702 GN=At2g42230 PE=1 SV=1	62.3	5.6
F4J4N6	Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=At3g58110 PE=1 SV=1	86.8	4.74
